frame	predictor	basis	candidate	loss	baseline	absolute_difference
NCP	mu	11	0.8	-0.08815561125698133	-0.08815561125698133	0.0
NCP	mu	11	0.9	-0.08749025117341136	-0.08749025117341136	0.0
NCP	mu	11	1.0	-0.08641778579580861	-0.08641778579580861	0.0
NCP	mu	12	0.0	-0.08010497131356555	-0.08010497131356555	0.0
NCP	mu	12	0.1	-0.08179303899108434	-0.08179303899108434	0.0
NCP	mu	12	0.2	-0.08323698331487069	-0.08323698331487069	0.0
NCP	mu	12	0.3	-0.0844239480623516	-0.0844239480623516	0.0
NCP	mu	12	0.4	-0.08534383645677668	-0.08534383645677668	0.0
NCP	mu	12	0.5	-0.08598949777833659	-0.08598949777833659	0.0
NCP	mu	12	0.6	-0.08635684499391201	-0.08635684499391201	0.0
NCP	mu	12	0.7	-0.08644489990447318	-0.08644489990447318	0.0
NCP	mu	12	0.8	-0.08625576544855795	-0.08625576544855795	0.0
NCP	mu	12	0.9	-0.08579452787411244	-0.08579452787411244	0.0
NCP	mu	12	1.0	-0.08506909428127347	-0.08506909428127347	0.0
NCP	mu	13	0.0	-0.11141389012395173	-0.11141389012395173	0.0
NCP	mu	13	0.1	-0.11443366988037187	-0.11443366988037187	0.0
NCP	mu	13	0.2	-0.11702090757525233	-0.11702090757525233	0.0
NCP	mu	13	0.3	-0.11913446673414584	-0.11913446673414584	0.0
NCP	mu	13	0.4	-0.12074060823026858	-0.12074060823026858	0.0
NCP	mu	13	0.5	-0.12181410199150826	-0.12181410199150826	0.0
NCP	mu	13	0.6	-0.12233899262215663	-0.12233899262215663	0.0
NCP	mu	13	0.7	-0.12230897457045917	-0.12230897457045917	0.0
NCP	mu	13	0.8	-0.12172736442465232	-0.12172736442465232	0.0
NCP	mu	13	0.9	-0.12060669012881255	-0.12060669012881255	0.0
NCP	mu	13	1.0	-0.11896794512425447	-0.11896794512425447	0.0
NCP	mu	14	0.0	-0.12001417172411795	-0.12001417172411795	0.0
NCP	mu	14	0.1	-0.12377138174957486	-0.12377138174957486	0.0
NCP	mu	14	0.2	-0.12699040614017687	-0.12699040614017687	0.0
NCP	mu	14	0.3	-0.12962227159670403	-0.12962227159670403	0.0
NCP	mu	14	0.4	-0.1316272342123905	-0.1316272342123905	0.0
NCP	mu	14	0.5	-0.13297579968061063	-0.13297579968061063	0.0
NCP	mu	14	0.6	-0.13364940131568848	-0.13364940131568848	0.0
NCP	mu	14	0.7	-0.13364071823866688	-0.13364071823866688	0.0
NCP	mu	14	0.8	-0.1329536356495259	-0.1329536356495259	0.0
NCP	mu	14	0.9	-0.13160286701620735	-0.13160286701620735	0.0
NCP	mu	14	1.0	-0.12961327298179956	-0.12961327298179956	0.0
NCP	mu	15	0.0	-0.10493902491388979	-0.10493902491388979	0.0
NCP	mu	15	0.1	-0.10883870139997721	-0.10883870139997721	0.0
NCP	mu	15	0.2	-0.11215022842703061	-0.11215022842703061	0.0
NCP	mu	15	0.3	-0.11481591471707743	-0.11481591471707743	0.0
NCP	mu	15	0.4	-0.11678895951236805	-0.11678895951236805	0.0
NCP	mu	15	0.5	-0.11803479916568085	-0.11803479916568085	0.0
NCP	mu	15	0.6	-0.1185320965145401	-0.1185320965145401	0.0
NCP	mu	15	0.7	-0.11827333555091185	-0.11827333555091185	0.0
NCP	mu	15	0.8	-0.117264999819896	-0.117264999819896	0.0
NCP	mu	15	0.9	-0.11552732999720046	-0.11552732999720046	0.0
NCP	mu	15	1.0	-0.1130936733615272	-0.1130936733615272	0.0
NCP	mu	16	0.0	-0.14404556140901353	-0.14404556140901353	0.0
NCP	mu	16	0.1	-0.15187714430702715	-0.15187714430702715	0.0
NCP	mu	16	0.2	-0.15873200710112892	-0.15873200710112892	0.0
NCP	mu	16	0.3	-0.16445322149863661	-0.16445322149863661	0.0
NCP	mu	16	0.4	-0.16890723398402308	-0.16890723398402308	0.0
NCP	mu	16	0.5	-0.17198875526569032	-0.17198875526569032	0.0
NCP	mu	16	0.6	-0.17362450006651547	-0.17362450006651547	0.0
NCP	mu	16	0.7	-0.17377562289865667	-0.17377562289865667	0.0
NCP	mu	16	0.8	-0.1724387749781565	-0.1724387749781565	0.0
NCP	mu	16	0.9	-0.16964578481218906	-0.16964578481218906	0.0
NCP	mu	16	1.0	-0.16546203559740902	-0.16546203559740902	0.0
NCP	mu	17	0.0	-0.18595834630001928	-0.18595834630001928	0.0
NCP	mu	17	0.1	-0.1988003962005822	-0.1988003962005822	0.0
NCP	mu	17	0.2	-0.20998835988735975	-0.20998835988735975	0.0
