frame	predictor	basis	candidate	loss	baseline	absolute_difference
NCP	sigma	14	0.8	0.0010276420065088601	0.0010276420065088601	0.0
NCP	sigma	14	0.9	0.0012665735689132546	0.0012665735689132546	0.0
NCP	sigma	14	1.0	0.0013281564758295802	0.0013281564758295802	0.0
NCP	sigma	15	0.0	-0.8667098967039382	-0.8667098967039382	0.0
NCP	sigma	15	0.1	-0.8892607390953902	-0.8892607390953902	0.0
NCP	sigma	15	0.2	-0.7140266048110371	-0.7140266048110371	0.0
NCP	sigma	15	0.3	-0.25263972835695186	-0.25263972835695186	0.0
NCP	sigma	15	0.4	-0.04653445919085722	-0.04653445919085722	0.0
NCP	sigma	15	0.5	-0.007404018197734369	-0.007404018197734369	0.0
NCP	sigma	15	0.6	-0.0010020590818290004	-0.0010020590818290004	0.0
NCP	sigma	15	0.7	2.5129622646126718e-5	2.5129622646126718e-5	0.0
NCP	sigma	15	0.8	0.00021756978448906163	0.00021756978448906163	0.0
NCP	sigma	15	0.9	0.0002827407420011141	0.0002827407420011141	0.0
NCP	sigma	15	1.0	0.00032595503467071026	0.00032595503467071026	0.0
NCP	sigma	16	0.0	-0.900992950874934	-0.900992950874934	0.0
NCP	sigma	16	0.1	-0.8683420717960868	-0.8683420717960868	0.0
NCP	sigma	16	0.2	-0.6091631221941011	-0.6091631221941011	0.0
NCP	sigma	16	0.3	-0.15257442679772085	-0.15257442679772085	0.0
NCP	sigma	16	0.4	-0.02243262234354049	-0.02243262234354049	0.0
NCP	sigma	16	0.5	-0.006050934223557742	-0.006050934223557742	0.0
NCP	sigma	16	0.6	-0.004109969403596892	-0.004109969403596892	0.0
NCP	sigma	16	0.7	-0.003751733516825387	-0.003751733516825387	0.0
NCP	sigma	16	0.8	-0.003548549655350583	-0.003548549655350583	0.0
NCP	sigma	16	0.9	-0.003359880982008529	-0.003359880982008529	0.0
NCP	sigma	16	1.0	-0.003177392174424214	-0.003177392174424214	0.0
NCP	sigma	17	0.0	-0.9481835851445418	-0.9481835851445418	0.0
NCP	sigma	17	0.1	-0.8822245636194435	-0.8822245636194435	0.0
NCP	sigma	17	0.2	-0.42423828115723133	-0.42423828115723133	0.0
NCP	sigma	17	0.3	-0.05307056464411337	-0.05307056464411337	0.0
NCP	sigma	17	0.4	-0.005103302048781525	-0.005103302048781525	0.0
NCP	sigma	17	0.5	-0.0009673416691465269	-0.0009673416691465269	0.0
NCP	sigma	17	0.6	-0.0007299394754796461	-0.0007299394754796461	0.0
NCP	sigma	17	0.7	-0.0007765034252367584	-0.0007765034252367584	0.0
NCP	sigma	17	0.8	-0.0008149563363098396	-0.0008149563363098396	0.0
NCP	sigma	17	0.9	-0.0008304305858494326	-0.0008304305858494326	0.0
NCP	sigma	17	1.0	-0.0008282136543779633	-0.0008282136543779633	0.0
NCP	sigma	18	0.0	-0.955910719125574	-0.955910719125574	0.0
NCP	sigma	18	0.1	-0.8409914509438589	-0.8409914509438589	0.0
NCP	sigma	18	0.2	-0.2752513309463277	-0.2752513309463277	0.0
NCP	sigma	18	0.3	-0.02229746644037888	-0.02229746644037888	0.0
NCP	sigma	18	0.4	-0.0008985325279675046	-0.0008985325279675046	0.0
NCP	sigma	18	0.5	0.0008089951546760912	0.0008089951546760912	0.0
NCP	sigma	18	0.6	0.0011330894854745114	0.0011330894854745114	0.0
NCP	sigma	18	0.7	0.001292369570880023	0.001292369570880023	0.0
NCP	sigma	18	0.8	0.0013813213768632698	0.0013813213768632698	0.0
NCP	sigma	18	0.9	0.0014223325762504546	0.0014223325762504546	0.0
NCP	sigma	18	1.0	0.0014296107563034994	0.0014296107563034994	0.0
NCP	sigma	19	0.0	-0.9718852657405754	-0.9718852657405754	0.0
NCP	sigma	19	0.1	-0.8166545604679285	-0.8166545604679285	0.0
NCP	sigma	19	0.2	-0.21130691661365072	-0.21130691661365072	0.0
NCP	sigma	19	0.3	-0.011686310333631572	-0.011686310333631572	0.0
NCP	sigma	19	0.4	0.0003915868252516107	0.0003915868252516107	0.0
NCP	sigma	19	0.5	0.0012700169706456803	0.0012700169706456803	0.0
NCP	sigma	19	0.6	0.0015447924174475365	0.0015447924174475365	0.0
NCP	sigma	19	0.7	0.0017101913961013611	0.0017101913961013611	0.0
NCP	sigma	19	0.8	0.0018029491111650748	0.0018029491111650748	0.0
NCP	sigma	19	0.9	0.0018420235875858018	0.0018420235875858018	0.0
NCP	sigma	19	1.0	0.0018429888088088914	0.0018429888088088914	0.0
NCP	sigma	20	0.0	-0.9851750814346799	-0.9851750814346799	0.0
NCP	sigma	20	0.1	-0.780735984532098	-0.780735984532098	0.0
NCP	sigma	20	0.2	-0.1264335443304489	-0.1264335443304489	0.0
NCP	sigma	20	0.3	-0.0047885754293844505	-0.0047885754293844505	0.0
NCP	sigma	20	0.4	-5.715032110908578e-5	-5.715032110908578e-5	0.0
NCP	sigma	20	0.5	0.00021335813184177776	0.00021335813184177776	0.0
NCP	sigma	20	0.6	0.00033802505200042094	0.00033802505200042094	0.0
NCP	sigma	20	0.7	0.00043569636371091697	0.00043569636371091697	0.0
NCP	sigma	20	0.8	0.0005075004737438687	0.0005075004737438687	0.0
NCP	sigma	20	0.9	0.0005567668129907704	0.0005567668129907704	0.0
NCP	sigma	20	1.0	0.0005881558113033792	0.0005881558113033792	0.0
Post-hoc	mu	1	0.0	-0.0491111204639288	-0.04911112046392913	3.3306690738754696e-16
Post-hoc	mu	1	0.1	-0.05407656730583769	-0.05407656730583795	2.636779683484747e-16
Post-hoc	mu	1	0.2	-0.05944417159250955	-0.05944417159250994	3.885780586188048e-16
Post-hoc	mu	1	0.3	-0.06521419932777818	-0.06521419932777825	6.938893903907228e-17
Post-hoc	mu	1	0.4	-0.07135086143231224	-0.07135086143231231	6.938893903907228e-17
Post-hoc	mu	1	0.5	-0.07775639458384011	-0.07775639458384002	8.326672684688674e-17
Post-hoc	mu	1	0.6	-0.08423649410406973	-0.08423649410406961	1.249000902703301e-16
Post-hoc	mu	1	0.7	-0.0904640587779925	-0.0904640587779924	9.71445146547012e-17
Post-hoc	mu	1	0.8	-0.09596172399324727	-0.09596172399324711	1.6653345369377348e-16
Post-hoc	mu	1	0.9	-0.10013893036272756	-0.10013893036272746	9.71445146547012e-17
Post-hoc	mu	1	1.0	-0.10241529541771305	-0.10241529541771319	1.3877787807814457e-16
Post-hoc	mu	2	0.0	-0.03935505696338993	-0.039355056963390166	2.3592239273284576e-16
Post-hoc	mu	2	0.1	-0.04212553761455718	-0.042125537614557375	1.942890293094024e-16
Post-hoc	mu	2	0.2	-0.044930274178645375	-0.04493027417864548	1.0408340855860843e-16
Post-hoc	mu	2	0.3	-0.047721989180450744	-0.0477219891804512	4.579669976578771e-16
Post-hoc	mu	2	0.4	-0.050435432123149736	-0.05043543212314984	1.0408340855860843e-16
Post-hoc	mu	2	0.5	-0.052985749578568074	-0.05298574957856826	1.8735013540549517e-16
Post-hoc	mu	2	0.6	-0.05526984052233949	-0.05526984052233993	4.371503159461554e-16
Post-hoc	mu	2	0.7	-0.057172447310677346	-0.05717244731067755	2.0122792321330962e-16
Post-hoc	mu	2	0.8	-0.05857805522496975	-0.05857805522497006	3.122502256758253e-16
Post-hoc	mu	2	0.9	-0.05938777086803806	-0.05938777086803834	2.8449465006019636e-16
Post-hoc	mu	2	1.0	-0.059537585966375185	-0.05953758596637524	5.551115123125783e-17
Post-hoc	mu	3	0.0	-0.05507538451759615	-0.055075384517596075	7.632783294297951e-17
Post-hoc	mu	3	0.1	-0.056567472327280176	-0.056567472327280086	9.020562075079397e-17
Post-hoc	mu	3	0.2	-0.05785623585618982	-0.05785623585618969	1.3183898417423734e-16
Post-hoc	mu	3	0.3	-0.05891872568503228	-0.0589187256850323	2.0816681711721685e-17
Post-hoc	mu	3	0.4	-0.05973478574513681	-0.05973478574513687	5.551115123125783e-17
Post-hoc	mu	3	0.5	-0.060287713869658914	-0.06028771386965921	2.983724378680108e-16
Post-hoc	mu	3	0.6	-0.06056484853064959	-0.060564848530649765	1.734723475976807e-16
Post-hoc	mu	3	0.7	-0.06055804543226711	-0.06055804543226721	1.0408340855860843e-16
Post-hoc	mu	3	0.8	-0.06026401133257439	-0.060264011332574544	1.5265566588595902e-16
Post-hoc	mu	3	0.9	-0.059684469777167945	-0.05968446977716794	6.938893903907228e-18
Post-hoc	mu	3	1.0	-0.05882614383744301	-0.05882614383744281	2.0122792321330962e-16
Post-hoc	mu	4	0.0	-0.05998201376095931	-0.059982013760959144	1.6653345369377348e-16
Post-hoc	mu	4	0.1	-0.06323849859845063	-0.06323849859845061	1.3877787807814457e-17
Post-hoc	mu	4	0.2	-0.06638796227754021	-0.06638796227754011	9.71445146547012e-17
Post-hoc	mu	4	0.3	-0.0693453984932823	-0.0693453984932819	4.0245584642661925e-16
Post-hoc	mu	4	0.4	-0.07201222231564498	-0.07201222231564497	1.3877787807814457e-17
Post-hoc	mu	4	0.5	-0.07428070661864009	-0.07428070661863999	9.71445146547012e-17
Post-hoc	mu	4	0.6	-0.07604182029005697	-0.07604182029005709	1.1102230246251565e-16
Post-hoc	mu	4	0.7	-0.07719620138894016	-0.07719620138894005	1.1102230246251565e-16
Post-hoc	mu	4	0.8	-0.07766679709108767	-0.07766679709108755	1.249000902703301e-16
Post-hoc	mu	4	0.9	-0.07741053034982946	-0.07741053034982953	6.938893903907228e-17
Post-hoc	mu	4	1.0	-0.0764258863904341	-0.07642588639043418	8.326672684688674e-17
Post-hoc	mu	5	0.0	-0.05840882901029839	-0.058408829010298605	2.1510571102112408e-16
Post-hoc	mu	5	0.1	-0.05977218962133171	-0.059772189621331594	1.1796119636642288e-16
Post-hoc	mu	5	0.2	-0.06096003281349341	-0.06096003281349365	2.42861286636753e-16
Post-hoc	mu	5	0.3	-0.06195738428302783	-0.06195738428302791	8.326672684688674e-17
Post-hoc	mu	5	0.4	-0.06275130161046674	-0.06275130161046684	9.71445146547012e-17
Post-hoc	mu	5	0.5	-0.06333129663701781	-0.06333129663701788	6.938893903907228e-17
Post-hoc	mu	5	0.6	-0.06368970299256502	-0.06368970299256486	1.5265566588595902e-16
Post-hoc	mu	5	0.7	-0.06382196458186476	-0.06382196458186484	8.326672684688674e-17
Post-hoc	mu	5	0.8	-0.06372682445016924	-0.06372682445016913	1.1102230246251565e-16
Post-hoc	mu	5	0.9	-0.06340639937879222	-0.06340639937879254	3.191891195797325e-16
Post-hoc	mu	5	1.0	-0.06286613325648838	-0.0628661332564882	1.8041124150158794e-16
Post-hoc	mu	6	0.0	-0.029886615745896874	-0.029886615745896537	3.365363543395006e-16
Post-hoc	mu	6	0.1	-0.03129669389385132	-0.03129669389385087	4.510281037539698e-16
Post-hoc	mu	6	0.2	-0.03260301310278366	-0.032603013102783185	4.718447854656915e-16
Post-hoc	mu	6	0.3	-0.033775541618793786	-0.033775541618793564	2.220446049250313e-16
Post-hoc	mu	6	0.4	-0.03478367949666489	-0.03478367949666465	2.3592239273284576e-16
Post-hoc	mu	6	0.5	-0.03559761889709092	-0.03559761889709058	3.400058012914542e-16
Post-hoc	mu	6	0.6	-0.03618997917503068	-0.036189979175030335	3.469446951953614e-16
Post-hoc	mu	6	0.7	-0.03653759136900075	-0.036537591369000685	6.245004513516506e-17
Post-hoc	mu	6	0.8	-0.03662324208173073	-0.03662324208173037	3.5388358909926865e-16
Post-hoc	mu	6	0.9	-0.036437146353093336	-0.03643714635309296	3.7470027081099033e-16
Post-hoc	mu	6	1.0	-0.035977922603084474	-0.03597792260308421	2.636779683484747e-16
Post-hoc	mu	7	0.0	-0.030651486238968025	-0.03065148623896791	1.1449174941446927e-16
Post-hoc	mu	7	0.1	-0.03129348083616366	-0.0312934808361636	5.551115123125783e-17
Post-hoc	mu	7	0.2	-0.03185109235441121	-0.0318510923544111	1.1102230246251565e-16
Post-hoc	mu	7	0.3	-0.03231500960293424	-0.03231500960293414	1.0408340855860843e-16
Post-hoc	mu	7	0.4	-0.03267678670993226	-0.032676786709932126	1.3183898417423734e-16
Post-hoc	mu	7	0.5	-0.03292911289045869	-0.03292911289045848	2.0816681711721685e-16
Post-hoc	mu	7	0.6	-0.033066065022280475	-0.033066065022280565	9.020562075079397e-17
Post-hoc	mu	7	0.7	-0.03308332733631359	-0.03308332733631357	2.0816681711721685e-17
Post-hoc	mu	7	0.8	-0.03297836321196953	-0.03297836321196951	2.0816681711721685e-17
Post-hoc	mu	7	0.9	-0.03275052637713042	-0.03275052637713021	2.0816681711721685e-16
Post-hoc	mu	7	1.0	-0.032401102634230745	-0.03240110263423064	1.0408340855860843e-16
Post-hoc	mu	8	0.0	-0.05107842174950118	-0.05107842174950107	1.1102230246251565e-16
Post-hoc	mu	8	0.1	-0.05231489136501541	-0.052314891365015395	1.3877787807814457e-17
Post-hoc	mu	8	0.2	-0.05339738766158203	-0.053397387661582224	1.942890293094024e-16
Post-hoc	mu	8	0.3	-0.05431435513046017	-0.054314355130460214	4.163336342344337e-17
Post-hoc	mu	8	0.4	-0.05505587018406998	-0.05505587018407006	7.632783294297951e-17
Post-hoc	mu	8	0.5	-0.05561391413251315	-0.055613914132513285	1.3877787807814457e-16
Post-hoc	mu	8	0.6	-0.055982606470966784	-0.055982606470966784	0.0
Post-hoc	mu	8	0.7	-0.056158385324336486	-0.05615838532433676	2.706168622523819e-16
Post-hoc	mu	8	0.8	-0.05614012414667343	-0.05614012414667324	1.8735013540549517e-16
Post-hoc	mu	8	0.9	-0.05592917708521342	-0.05592917708521359	1.6653345369377348e-16
Post-hoc	mu	8	1.0	-0.05552934951821342	-0.055529349518213235	1.8735013540549517e-16
Post-hoc	mu	9	0.0	-0.060017191356493395	-0.060017191356493325	6.938893903907228e-17
Post-hoc	mu	9	0.1	-0.0625680226210738	-0.06256802262107354	2.636779683484747e-16
Post-hoc	mu	9	0.2	-0.06490505554264228	-0.06490505554264242	1.3877787807814457e-16
Post-hoc	mu	9	0.3	-0.06698853328167773	-0.06698853328167752	2.0816681711721685e-16
Post-hoc	mu	9	0.4	-0.06878083768824464	-0.06878083768824474	9.71445146547012e-17
Post-hoc	mu	9	0.5	-0.07024836465198024	-0.07024836465198003	2.0816681711721685e-16
Post-hoc	mu	9	0.6	-0.07136339280803482	-0.07136339280803443	3.885780586188048e-16
Post-hoc	mu	9	0.7	-0.0721057503326598	-0.07210575033265963	1.6653345369377348e-16
Post-hoc	mu	9	0.8	-0.07246408331960492	-0.07246408331960501	8.326672684688674e-17
Post-hoc	mu	9	0.9	-0.07243656464892874	-0.07243656464892889	1.5265566588595902e-16
Post-hoc	mu	9	1.0	-0.07203095093483101	-0.07203095093483088	1.3877787807814457e-16
Post-hoc	mu	10	0.0	-0.0573146088205544	-0.057314608820554835	4.371503159461554e-16
Post-hoc	mu	10	0.1	-0.05792340738071959	-0.057923407380719924	3.3306690738754696e-16
Post-hoc	mu	10	0.2	-0.05842694361558402	-0.05842694361558453	5.065392549852277e-16
Post-hoc	mu	10	0.3	-0.058822049810142794	-0.058822049810143016	2.220446049250313e-16
Post-hoc	mu	10	0.4	-0.0591061380278426	-0.059106138027843015	4.163336342344337e-16
Post-hoc	mu	10	0.5	-0.05927722695181808	-0.05927722695181841	3.3306690738754696e-16
Post-hoc	mu	10	0.6	-0.05933396335947632	-0.05933396335947696	6.38378239159465e-16
Post-hoc	mu	10	0.7	-0.05927563800388231	-0.05927563800388265	3.400058012914542e-16
Post-hoc	mu	10	0.8	-0.05910219573033272	-0.05910219573033297	2.498001805406602e-16
Post-hoc	mu	10	0.9	-0.058814239711919715	-0.05881423971192009	3.7470027081099033e-16
Post-hoc	mu	10	1.0	-0.058413029743576095	-0.058413029743576504	4.0939474033052647e-16
Post-hoc	mu	11	0.0	-0.07835449656786697	-0.07835449656786704	6.938893903907228e-17
Post-hoc	mu	11	0.1	-0.08085190675243994	-0.08085190675243983	1.1102230246251565e-16
Post-hoc	mu	11	0.2	-0.08306112600020504	-0.0830611260002053	2.498001805406602e-16
Post-hoc	mu	11	0.3	-0.0849357150900917	-0.08493571509009194	2.3592239273284576e-16
Post-hoc	mu	11	0.4	-0.08643431344592362	-0.0864343134459241	4.85722573273506e-16
Post-hoc	mu	11	0.5	-0.0875232732392183	-0.08752327323921809	2.0816681711721685e-16
Post-hoc	mu	11	0.6	-0.08817897820353815	-0.08817897820353815	0.0
Post-hoc	mu	11	0.7	-0.08838953739188636	-0.08838953739188672	3.608224830031759e-16
Post-hoc	mu	11	0.8	-0.08815561125698154	-0.08815561125698133	2.0816681711721685e-16
Post-hoc	mu	11	0.9	-0.08749025117341157	-0.08749025117341136	2.0816681711721685e-16
Post-hoc	mu	11	1.0	-0.08641778579580867	-0.08641778579580861	5.551115123125783e-17
Post-hoc	mu	12	0.0	-0.08010497131356564	-0.08010497131356555	9.71445146547012e-17
Post-hoc	mu	12	0.1	-0.08179303899108444	-0.08179303899108434	9.71445146547012e-17
Post-hoc	mu	12	0.2	-0.08323698331487067	-0.08323698331487069	1.3877787807814457e-17
Post-hoc	mu	12	0.3	-0.08442394806235166	-0.0844239480623516	6.938893903907228e-17
Post-hoc	mu	12	0.4	-0.08534383645677668	-0.08534383645677668	0.0
Post-hoc	mu	12	0.5	-0.08598949777833655	-0.08598949777833659	4.163336342344337e-17
Post-hoc	mu	12	0.6	-0.08635684499391183	-0.08635684499391201	1.8041124150158794e-16
Post-hoc	mu	12	0.7	-0.08644489990447314	-0.08644489990447318	4.163336342344337e-17
Post-hoc	mu	12	0.8	-0.08625576544855781	-0.08625576544855795	1.3877787807814457e-16
Post-hoc	mu	12	0.9	-0.08579452787411304	-0.08579452787411244	5.967448757360216e-16
Post-hoc	mu	12	1.0	-0.08506909428127322	-0.08506909428127347	2.498001805406602e-16
Post-hoc	mu	13	0.0	-0.11141389012395109	-0.11141389012395173	6.38378239159465e-16
Post-hoc	mu	13	0.1	-0.11443366988037115	-0.11443366988037187	7.216449660063518e-16
Post-hoc	mu	13	0.2	-0.11702090757525174	-0.11702090757525233	5.828670879282072e-16
Post-hoc	mu	13	0.3	-0.11913446673414559	-0.11913446673414584	2.498001805406602e-16
Post-hoc	mu	13	0.4	-0.12074060823026797	-0.12074060823026858	6.106226635438361e-16
Post-hoc	mu	13	0.5	-0.12181410199150751	-0.12181410199150826	7.494005416219807e-16
Post-hoc	mu	13	0.6	-0.12233899262215576	-0.12233899262215663	8.604228440844963e-16
Post-hoc	mu	13	0.7	-0.12230897457045904	-0.12230897457045917	1.249000902703301e-16
Post-hoc	mu	13	0.8	-0.12172736442465192	-0.12172736442465232	4.0245584642661925e-16
Post-hoc	mu	13	0.9	-0.12060669012881205	-0.12060669012881255	4.996003610813204e-16
Post-hoc	mu	13	1.0	-0.11896794512425395	-0.11896794512425447	5.273559366969494e-16
Post-hoc	mu	14	0.0	-0.12001417172411816	-0.12001417172411795	2.0816681711721685e-16
Post-hoc	mu	14	0.1	-0.12377138174957494	-0.12377138174957486	8.326672684688674e-17
Post-hoc	mu	14	0.2	-0.12699040614017715	-0.12699040614017687	2.7755575615628914e-16
Post-hoc	mu	14	0.3	-0.12962227159670447	-0.12962227159670403	4.440892098500626e-16
Post-hoc	mu	14	0.4	-0.13162723421239095	-0.1316272342123905	4.440892098500626e-16
Post-hoc	mu	14	0.5	-0.1329757996806115	-0.13297579968061063	8.604228440844963e-16
Post-hoc	mu	14	0.6	-0.13364940131568923	-0.13364940131568848	7.494005416219807e-16
Post-hoc	mu	14	0.7	-0.1336407182386675	-0.13364071823866688	6.106226635438361e-16
Post-hoc	mu	14	0.8	-0.13295363564952647	-0.1329536356495259	5.828670879282072e-16
Post-hoc	mu	14	0.9	-0.1316028670162079	-0.13160286701620735	5.551115123125783e-16
Post-hoc	mu	14	1.0	-0.12961327298179995	-0.12961327298179956	3.885780586188048e-16
Post-hoc	mu	15	0.0	-0.1049390249138893	-0.10493902491388979	4.85722573273506e-16
Post-hoc	mu	15	0.1	-0.10883870139997665	-0.10883870139997721	5.689893001203927e-16
Post-hoc	mu	15	0.2	-0.11215022842703003	-0.11215022842703061	5.828670879282072e-16
Post-hoc	mu	15	0.3	-0.11481591471707693	-0.11481591471707743	4.996003610813204e-16
Post-hoc	mu	15	0.4	-0.11678895951236798	-0.11678895951236805	6.938893903907228e-17
Post-hoc	mu	15	0.5	-0.11803479916568062	-0.11803479916568085	2.3592239273284576e-16
Post-hoc	mu	15	0.6	-0.11853209651453955	-0.1185320965145401	5.412337245047638e-16
Post-hoc	mu	15	0.7	-0.11827333555091134	-0.11827333555091185	5.134781488891349e-16
Post-hoc	mu	15	0.8	-0.11726499981989558	-0.117264999819896	4.163336342344337e-16
Post-hoc	mu	15	0.9	-0.11552732999720008	-0.11552732999720046	3.7470027081099033e-16
Post-hoc	mu	15	1.0	-0.1130936733615267	-0.1130936733615272	4.996003610813204e-16
Post-hoc	mu	16	0.0	-0.14404556140901376	-0.14404556140901353	2.220446049250313e-16
Post-hoc	mu	16	0.1	-0.15187714430702756	-0.15187714430702715	4.163336342344337e-16
Post-hoc	mu	16	0.2	-0.15873200710112859	-0.15873200710112892	3.3306690738754696e-16
Post-hoc	mu	16	0.3	-0.16445322149863653	-0.16445322149863661	8.326672684688674e-17
Post-hoc	mu	16	0.4	-0.1689072339840233	-0.16890723398402308	2.220446049250313e-16
Post-hoc	mu	16	0.5	-0.17198875526569007	-0.17198875526569032	2.498001805406602e-16
Post-hoc	mu	16	0.6	-0.1736245000665155	-0.17362450006651547	2.7755575615628914e-17
Post-hoc	mu	16	0.7	-0.17377562289865656	-0.17377562289865667	1.1102230246251565e-16
Post-hoc	mu	16	0.8	-0.17243877497815663	-0.1724387749781565	1.3877787807814457e-16
Post-hoc	mu	16	0.9	-0.16964578481218903	-0.16964578481218906	2.7755575615628914e-17
Post-hoc	mu	16	1.0	-0.16546203559740844	-0.16546203559740902	5.828670879282072e-16
Post-hoc	mu	17	0.0	-0.1859583463000195	-0.18595834630001928	2.220446049250313e-16
Post-hoc	mu	17	0.1	-0.19880039620058265	-0.1988003962005822	4.440892098500626e-16
Post-hoc	mu	17	0.2	-0.20998835988736025	-0.20998835988735975	4.996003610813204e-16
Post-hoc	mu	17	0.3	-0.21913913253840359	-0.2191391325384031	4.996003610813204e-16
Post-hoc	mu	17	0.4	-0.2259345412123873	-0.22593454121238676	5.273559366969494e-16
Post-hoc	mu	17	0.5	-0.23013983032827642	-0.2301398303282758	6.106226635438361e-16
Post-hoc	mu	17	0.6	-0.23161552321289092	-0.2316155232128907	2.220446049250313e-16
Post-hoc	mu	17	0.7	-0.23032193962159095	-0.23032193962159106	1.1102230246251565e-16
Post-hoc	mu	17	0.8	-0.22631666121189828	-0.2263166612118976	6.661338147750939e-16
Post-hoc	mu	17	0.9	-0.21974605456834317	-0.21974605456834287	3.0531133177191805e-16
Post-hoc	mu	17	1.0	-0.21083246461132477	-0.21083246461132404	7.216449660063518e-16
Post-hoc	mu	18	0.0	-0.22060979119343918	-0.22060979119343946	2.7755575615628914e-16
Post-hoc	mu	18	0.1	-0.23738789459652243	-0.23738789459652218	2.498001805406602e-16
Post-hoc	mu	18	0.2	-0.25199790671895234	-0.2519979067189519	4.440892098500626e-16
Post-hoc	mu	18	0.3	-0.2638611799607351	-0.26386117996073544	3.3306690738754696e-16
Post-hoc	mu	18	0.4	-0.27246812247644714	-0.2724681224764467	4.440892098500626e-16
Post-hoc	mu	18	0.5	-0.27740903956612906	-0.277409039566129	5.551115123125783e-17
Post-hoc	mu	18	0.6	-0.27839983463176826	-0.278399834631768	2.7755575615628914e-16
Post-hoc	mu	18	0.7	-0.27530051224629665	-0.27530051224629704	3.885780586188048e-16
Post-hoc	mu	18	0.8	-0.268125374407716	-0.2681253744077152	7.771561172376096e-16
Post-hoc	mu	18	0.9	-0.25704497073224597	-0.2570449707322456	3.885780586188048e-16
Post-hoc	mu	18	1.0	-0.2423810102616166	-0.24238101026161635	2.498001805406602e-16
Post-hoc	mu	19	0.0	-0.2180128101611237	-0.21801281016112423	5.273559366969494e-16
Post-hoc	mu	19	0.1	-0.24178295270383904	-0.24178295270383926	2.220446049250313e-16
Post-hoc	mu	19	0.2	-0.2629032862020808	-0.26290328620208137	5.551115123125783e-16
Post-hoc	mu	19	0.3	-0.28027871406036803	-0.28027871406036853	4.996003610813204e-16
Post-hoc	mu	19	0.4	-0.29293360408924213	-0.2929336040892426	4.996003610813204e-16
Post-hoc	mu	19	0.5	-0.30009157693204735	-0.3000915769320483	9.43689570931383e-16
Post-hoc	mu	19	0.6	-0.30124179263309114	-0.3012417926330918	6.661338147750939e-16
Post-hoc	mu	19	0.7	-0.296185599692076	-0.2961855996920766	6.106226635438361e-16
Post-hoc	mu	19	0.8	-0.28506042133338483	-0.28506042133338555	7.216449660063518e-16
Post-hoc	mu	19	0.9	-0.2683407341303585	-0.2683407341303592	6.661338147750939e-16
Post-hoc	mu	19	1.0	-0.24681791990088506	-0.24681791990088606	9.992007221626409e-16
Post-hoc	mu	20	0.0	-0.221040657613422	-0.2210406576134217	3.0531133177191805e-16
Post-hoc	mu	20	0.1	-0.25007881403346416	-0.250078814033464	1.6653345369377348e-16
Post-hoc	mu	20	0.2	-0.2756600602617814	-0.275660060261781	3.885780586188048e-16
Post-hoc	mu	20	0.3	-0.2960139457942905	-0.29601394579429036	1.6653345369377348e-16
Post-hoc	mu	20	0.4	-0.309561951530252	-0.30956195153025134	6.661338147750939e-16
Post-hoc	mu	20	0.5	-0.3150678391086623	-0.31506783910866293	6.106226635438361e-16
Post-hoc	mu	20	0.6	-0.3117663508032535	-0.31176635080325277	7.216449660063518e-16
Post-hoc	mu	20	0.7	-0.2994692768430583	-0.2994692768430579	3.885780586188048e-16
Post-hoc	mu	20	0.8	-0.2786522756253372	-0.2786522756253368	3.885780586188048e-16
Post-hoc	mu	20	0.9	-0.25051680546667354	-0.25051680546667354	0.0
Post-hoc	mu	20	1.0	-0.21699346710946799	-0.2169934671094677	2.7755575615628914e-16
Post-hoc	sigma	1	0.0	-0.09321646227904662	-0.09321646227904662	0.0
Post-hoc	sigma	1	0.1	-0.10967179778070607	-0.10967179778070592	1.5265566588595902e-16
Post-hoc	sigma	1	0.2	-0.1292780473808298	-0.1292780473808298	0.0
Post-hoc	sigma	1	0.3	-0.15306546219144151	-0.15306546219144138	1.3877787807814457e-16
Post-hoc	sigma	1	0.4	-0.1825337913490575	-0.1825337913490573	1.942890293094024e-16
Post-hoc	sigma	1	0.5	-0.21983136262400654	-0.21983136262400674	1.942890293094024e-16
Post-hoc	sigma	1	0.6	-0.26777110315977654	-0.2677711031597765	5.551115123125783e-17
Post-hoc	sigma	1	0.7	-0.32876508248082875	-0.32876508248082875	0.0
Post-hoc	sigma	1	0.8	-0.3994750340579881	-0.3994750340579881	0.0
Post-hoc	sigma	1	0.9	-0.4571006890971936	-0.45710068909719337	2.220446049250313e-16
Post-hoc	sigma	1	1.0	-0.46043066968781166	-0.46043066968781143	2.220446049250313e-16
Post-hoc	sigma	2	0.0	-0.17194748644697788	-0.17194748644697774	1.3877787807814457e-16
Post-hoc	sigma	2	0.1	-0.18893665293979234	-0.18893665293979253	1.942890293094024e-16
Post-hoc	sigma	2	0.2	-0.2061762234266637	-0.20617622342666417	4.718447854656915e-16
Post-hoc	sigma	2	0.3	-0.22341015400902284	-0.2234101540090228	2.7755575615628914e-17
Post-hoc	sigma	2	0.4	-0.24031702201589508	-0.24031702201589536	2.7755575615628914e-16
Post-hoc	sigma	2	0.5	-0.2565027833352026	-0.25650278333520315	5.551115123125783e-16
Post-hoc	sigma	2	0.6	-0.27149960716760796	-0.2714996071676077	2.7755575615628914e-16
Post-hoc	sigma	2	0.7	-0.2847755440862539	-0.28477554408625366	2.220446049250313e-16
Post-hoc	sigma	2	0.8	-0.2957600433833602	-0.2957600433833605	2.7755575615628914e-16
