coordinate	candidate	loss
4	0.43	-0.279962158792591
4	0.44	-0.28365078497088475
4	0.45	-0.287425101383793
4	0.46	-0.29128742333922525
4	0.47	-0.29524009373395
4	0.48	-0.29928547655590226
4	0.49	-0.3034259491514125
4	0.5	-0.30766389308817743
4	0.51	-0.31200168342529266
4	0.52	-0.31644167617999824
4	0.53	-0.3209861937575432
4	0.54	-0.32563750808585745
4	0.55	-0.3303978211699956
4	0.56	-0.3352692427537402
4	0.57	-0.3402537647470203
4	0.58	-0.34535323204866
4	0.59	-0.3505693093652959
4	0.6	-0.355903443599951
4	0.61	-0.36135682135918884
4	0.62	-0.36693032110768825
4	0.63	-0.372624459485835
4	0.64	-0.3784393313022843
4	0.65	-0.38437454272293403
4	0.66	-0.39042913720473066
4	0.67	-0.3966015137722611
4	0.68	-0.402889337313373
4	0.69	-0.40928944068411227
4	0.7	-0.41579771857111103
4	0.71	-0.42240901327014835
4	0.72	-0.4291169928122518
4	0.73	-0.43591402221340086
4	0.74	-0.4427910290495445
4	0.75	-0.4497373650736222
4	0.76	-0.4567406662006962
4	0.77	-0.4637867138925675
4	0.78	-0.47085930176940455
4	0.79	-0.47794011214931037
4	0.8	-0.48500860814272295
4	0.81	-0.4920419478681129
4	0.82	-0.49901492825312216
4	0.83	-0.5058999666672825
4	0.84	-0.5126671292057242
4	0.85	-0.5192842146978187
4	0.86	-0.5257169033273572
4	0.87	-0.5319289779943849
4	0.88	-0.5378826251038601
4	0.89	-0.5435388192386553
4	0.9	-0.548857793115354
4	0.91	-0.5537995903491659
4	0.92	-0.5583246939755927
4	0.93	-0.5623947186001027
4	0.94	-0.5659731487890398
4	0.95	-0.5690261012880304
4	0.96	-0.5715230843387517
4	0.97	-0.5734377242633033
4	0.98	-0.5747484280592112
4	0.99	-0.5754389513502609
4	1.0	-0.5754988438481391
5	0.0	-0.12029258605586458
5	0.01	-0.12140330459306314
5	0.02	-0.12253328720490314
5	0.03	-0.12368308114324507
5	0.04	-0.12485325420864246
5	0.05	-0.1260443956954289
5	0.06	-0.12725711738776502
5	0.07	-0.12849205460972304
5	0.08	-0.12974986733268737
5	0.09	-0.13103124134368194
5	0.1	-0.13233688947822125
5	0.11	-0.13366755292184898
5	0.12	-0.13502400258454716
5	0.13	-0.13640704055254607
5	0.14	-0.13781750162246986
5	0.15	-0.139256254922896
5	0.16	-0.14072420562891186
5	0.17	-0.1422222967755234
5	0.18	-0.14375151117615875
5	0.19	-0.14531287345294053
5	0.2	-0.14690745218584791
5	0.21	-0.1485363621883131
5	0.22	-0.15020076691726225
5	0.23	-0.1519018810261037
5	0.24	-0.15364097306983568
5	0.25	-0.1554193683717964
5	0.26	-0.15723845206210918
5	0.27	-0.15909967229886607
5	0.28	-0.16100454368308506
5	0.29	-0.1629546508796244
5	0.3	-0.16495165245638457
5	0.31	-0.16699728495520022
5	0.32	-0.16909336720785567
5	0.33	-0.17124180491168628
5	0.34	-0.17344459547939003
5	0.35	-0.17570383317813054
5	0.36	-0.17802171457343866
5	0.37	-0.180400544293318
5	0.38	-0.1828427411281094
5	0.39	-0.18535084448119774
5	0.4	-0.18792752118505693
5	0.41	-0.19057557269599923
5	0.42	-0.19329794267945213
5	0.43	-0.19609772499527048
5	0.44	-0.19897817208942456
5	0.45	-0.20194270379430881
5	0.46	-0.20499491653454316
5	0.47	-0.2081385929277623
5	0.48	-0.21137771176138329
5	0.49	-0.2147164583142908
5	0.5	-0.2181592349784281
5	0.51	-0.2217106721167246
5	0.52	-0.22537563907145158
5	0.53	-0.22915925520866512
5	0.54	-0.23306690084960555
5	0.55	-0.2371042278966322
