arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
s2z_ncp_whmc	2000	88.33167026434374	log_tau_intercept	173.96358202830734	1.0105782230132845	0	0.0	110944	123131	123267	0.7961824908453251	0.7165881400889431	14.121360077524157	0.7961824908453251	39.176942546	20.832888581
