arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
brms_cp_whmc	2000	889.4117547246819	log_tau_intercept	1040.445135233054	1.003220919637192	0	0.0	74768	80227	80373	11.895620515791274	11.06605146908392	22.22358865616558	11.895620515791274	33.908393831	NaN
