arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
online_gradient	2000	2134.641102320312	total_intercept[718]	1142.8057276629304	1.006714230840906	0	0.0	29864	34996	35114	71.47874036700749	60.79173840406423	71.47874036700749	71.47874036700749	25.514833898	24.855291517
