panel	column	draw	log_group_sd	coordinate
1: region 1 intercept, rho=0.80	2. NCP	66	-0.6161375089171645	0.31971334777985244
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	66	-0.6161375089171645	0.17089592333280473
1: region 1 intercept, rho=0.80	1. CP	67	-0.8083163992685067	0.28590794477199316
1: region 1 intercept, rho=0.80	2. NCP	67	-0.8083163992685067	0.6416136215036183
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	67	-0.8083163992685067	0.29856384053758844
1: region 1 intercept, rho=0.80	1. CP	68	-0.46525079501571465	0.14455566641370254
1: region 1 intercept, rho=0.80	2. NCP	68	-0.46525079501571465	0.2301923958814559
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	68	-0.46525079501571465	0.14420032152760354
1: region 1 intercept, rho=0.80	1. CP	69	0.5119103899389676	0.3575569817802121
1: region 1 intercept, rho=0.80	2. NCP	69	0.5119103899389676	0.21430159581433406
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	69	0.5119103899389676	0.3432325557798037
1: region 1 intercept, rho=0.80	1. CP	70	-0.012553222193405824	0.14696584282815062
1: region 1 intercept, rho=0.80	2. NCP	70	-0.012553222193405824	0.14882236600226598
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	70	-0.012553222193405824	0.14684944031251682
1: region 1 intercept, rho=0.80	1. CP	71	-0.00030206080368370785	0.4174972774429527
1: region 1 intercept, rho=0.80	2. NCP	71	-0.00030206080368370785	0.41762340605440873
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	71	-0.00030206080368370785	0.41751876263042226
1: region 1 intercept, rho=0.80	1. CP	72	-0.3588260341418756	0.6863368582508209
1: region 1 intercept, rho=0.80	2. NCP	72	-0.3588260341418756	0.9825925996957863
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	72	-0.3588260341418756	0.7345040783678285
1: region 1 intercept, rho=0.80	1. CP	73	-0.17344888894528468	0.5391056832595442
1: region 1 intercept, rho=0.80	2. NCP	73	-0.17344888894528468	0.6412122423797456
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	73	-0.17344888894528468	0.5478483342128644
1: region 1 intercept, rho=0.80	1. CP	74	0.09862887631724565	-0.0871212336798227
1: region 1 intercept, rho=0.80	2. NCP	74	0.09862887631724565	-0.07893871270973568
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	74	0.09862887631724565	-0.0823433798922309
1: region 1 intercept, rho=0.80	1. CP	75	0.19783828995746053	0.41671979518347024
1: region 1 intercept, rho=0.80	2. NCP	75	0.19783828995746053	0.3419196445441729
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	75	0.19783828995746053	0.41136908168272307
1: region 1 intercept, rho=0.80	1. CP	76	0.25601018059510144	0.49296918965241593
1: region 1 intercept, rho=0.80	2. NCP	76	0.25601018059510144	0.3816242538496545
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	76	0.25601018059510144	0.4823364451186325
1: region 1 intercept, rho=0.80	1. CP	77	0.3082829715614473	-0.4596780611856746
1: region 1 intercept, rho=0.80	2. NCP	77	0.3082829715614473	-0.3377288673303867
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	77	0.3082829715614473	-0.4315289613584099
1: region 1 intercept, rho=0.80	1. CP	78	-0.3234647027906438	-0.011558122320331944
1: region 1 intercept, rho=0.80	2. NCP	78	-0.3234647027906438	-0.015972254509520386
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	78	-0.3234647027906438	-0.028048529499972996
1: region 1 intercept, rho=0.80	1. CP	79	0.022320618064620566	-0.6382485490578391
1: region 1 intercept, rho=0.80	2. NCP	79	0.022320618064620566	-0.6241602615123749
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	79	0.022320618064620566	-0.6352107325905956
1: region 1 intercept, rho=0.80	1. CP	80	-0.08319222165746959	-0.34438597577794283
1: region 1 intercept, rho=0.80	2. NCP	80	-0.08319222165746959	-0.37426169524991837
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	80	-0.08319222165746959	-0.35228522552031977
