arm	recovery_seed	scope	min_bulk_ess	limiting_parameter	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients
brms_gaussian_refreshed	101	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	101	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	101	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	102	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	102	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	102	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	103	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	103	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	103	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	104	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	104	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	104	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	105	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	105	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	105	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	106	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	106	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	106	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	107	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	107	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	107	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	108	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	108	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	108	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	109	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	109	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	109	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	110	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	110	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	110	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	111	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	111	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	111	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	112	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	112	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	112	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	113	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	113	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	113	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	114	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	114	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	114	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	115	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	115	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	115	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	116	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	116	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	116	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	117	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	117	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	117	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	118	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	118	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	118	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	119	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	119	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	119	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	120	original_physical46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	120	original_physical_plus_raw_intercepts48	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
brms_gaussian_refreshed	120	original_stan_ncp46	142.04985843099809	log_tau_intercept	0.9179786898902565	0.8512861201030658
