model	sampler	parameter	mean	sd	bulk_ess	mcse	split_rhat	tail_ess
brms S2Z auto	WHMC	total_load[704]	69.26690088730739	13.586768597362598	2246.4125869963796	0.2876921123149748	0.9995481788324194	1537.367232897734
brms S2Z auto	WHMC	total_load[705]	37.9171075691139	15.295901974117523	2538.001751084779	0.3040245569641428	1.0031186231002778	1752.2602709256719
brms S2Z auto	WHMC	total_load[706]	52.71936270615496	15.045899156627284	2275.307483861732	0.31285617609047084	1.0001009283712194	1621.192540237017
brms S2Z auto	WHMC	total_load[707]	57.69499006820047	16.71703106537545	2443.5311770708445	0.33819761378527824	1.0005712564307323	1652.3375747958944
brms S2Z auto	WHMC	total_load[708]	33.93608356126008	18.024697394520587	2343.2913847842938	0.3725059893182096	0.9997551398824552	1745.3489186245354
brms S2Z auto	WHMC	total_load[709]	14.30883126971648	18.469378891648876	2565.958236717662	0.3638634231628374	1.0004164610809616	1697.9774277811757
brms S2Z auto	WHMC	total_load[710]	-15.552157505668703	21.464471287465912	2398.0799906004822	0.4380194591807839	0.9995914948247554	1475.908143073764
brms S2Z auto	WHMC	total_load[711]	72.8307959642253	22.499076710817675	2118.971996088436	0.48812411033711617	0.999571537472793	1208.4378675431785
brms S2Z auto	WHMC	total_load[712]	177.27849381687867	23.768237891074456	2317.755949158698	0.49417775720850704	1.0003863152886234	1582.1773245611794
brms S2Z auto	WHMC	total_load[713]	45.0896665355496	24.326718190655313	2123.5707702268473	0.5298071053492533	0.9997670824396827	1371.988135066945
brms S2Z auto	WHMC	total_load[714]	55.36586086537852	27.171825009376573	2558.6804076469384	0.5365973563474925	1.002006142298215	1586.8796802453617
brms S2Z auto	WHMC	total_load[715]	17.389244718060976	28.162420039502045	2367.9874593716713	0.5774134953413262	1.000011293935218	1562.0521134825472
brms S2Z auto	WHMC	total_load[716]	25.17045794909077	37.52247341171986	2184.3776946843172	0.8139492209963688	0.9996049632578958	1442.435339030477
brms S2Z auto	WHMC	total_load[717]	152.81040694339106	33.66917814276279	2034.7233169584924	0.7486497964156611	0.9996518972352505	1547.4840144599261
brms S2Z auto	WHMC	total_load[718]	171.83333600218447	37.01400036051697	2027.3239328209766	0.8243361872269277	1.0004701777842189	1479.5829127696527
brms S2Z auto	WHMC	total_load[719]	27.952368999773018	35.82037820615881	2545.8775767436487	0.7144792612884633	1.00077984820438	1686.0084230209352
brms S2Z auto	WHMC	total_load[720]	103.67991856322595	38.106645138619506	2584.1017706956095	0.75274998913413	0.9996593081962191	1524.354840231277
total coefficients CP	WHMC	log_tau_intercept	7.81087556930598	0.15833116818788762	2491.1529243351583	0.0032208151012916614	1.0024177029551438	1505.1335512120575
total coefficients CP	WHMC	log_tau_load	4.1064299964807836	0.22699732180395887	1894.5589177510224	0.005287233439665858	0.9997456253451537	1198.2714151554399
total coefficients CP	WHMC	log_sigma_intercept	6.051434629235876	0.014785380178011993	3076.954506877631	0.00026587421744814216	0.9998381496080326	1289.423902669156
total coefficients CP	WHMC	log_sigma_subj_slope	0.07821230571321935	0.0027257482194884344	3319.6173549091636	4.737637551125306e-5	1.000869831485564	1377.6291319391983
total coefficients CP	WHMC	total_intercept[701]	616.1833324229813	50.76547299462222	2708.4099151136147	0.9779482884112143	1.0015777186185075	1538.6833170072227
total coefficients CP	WHMC	total_intercept[702]	1554.2343078554873	33.504257166334064	2513.2876363476016	0.6667808990137356	1.0008492851804855	1538.355757018401
total coefficients CP	WHMC	total_intercept[703]	1835.36960210993	38.4251593670236	3052.495419512404	0.696395644371363	0.9996334942889584	1211.4011256386825
total coefficients CP	WHMC	total_intercept[704]	4815.647125997916	40.86617844920971	2457.7285075851382	0.8285148608068603	0.9997332098328068	1267.3607333610234
total coefficients CP	WHMC	total_intercept[705]	4119.338543707876	45.824243443681034	1780.6879158834208	1.08399685051982	1.0001555421628858	1478.933222829319
total coefficients CP	WHMC	total_intercept[706]	5511.380021808092	47.048548822401514	2193.565310285173	1.0079744773955674	1.0016380914228575	1254.518615292808
total coefficients CP	WHMC	total_intercept[707]	5382.9160672037215	50.43624872890909	3091.0273388613905	0.9055369593066122	0.9995045821978634	1395.3993844790061
total coefficients CP	WHMC	total_intercept[708]	5019.816257730171	52.72748313895398	2876.865548425568	0.9845783306304838	0.9995254208635314	1365.1826175365024
total coefficients CP	WHMC	total_intercept[709]	4326.765190103526	57.986982354419474	1831.7140408431023	1.3467931912642501	1.0018791639106917	1382.3862352183255
total coefficients CP	WHMC	total_intercept[710]	5651.085103471419	64.41441675568628	2746.787388491792	1.2338160938907201	1.0008685934922465	1332.4711094680758
total coefficients CP	WHMC	total_intercept[711]	3736.1076110207105	65.4406242282126	2252.210297594607	1.378795572955569	1.001966472388862	1483.7451694835509
total coefficients CP	WHMC	total_intercept[712]	6559.389802411815	74.7175826167838	2164.4380066748618	1.6027545812726698	0.9995321367215221	1697.6616059880603
total coefficients CP	WHMC	total_intercept[713]	9359.341028179526	77.3348625845064	2554.234810869991	1.5234502230920202	1.0006802166284288	1780.39785735307
total coefficients CP	WHMC	total_intercept[714]	5616.173727508069	78.88890136931207	2658.956551393126	1.5318455789858292	1.0006387693944145	1721.491186302515
total coefficients CP	WHMC	total_intercept[715]	6385.319269460039	90.81298092489116	3164.7811449712262	1.6109343566649668	0.9997014623934738	1689.2791398137276
total coefficients CP	WHMC	total_intercept[716]	6235.658453848416	126.56833730271809	2633.0902351784325	2.470302468616065	1.000454303699814	1674.690410147928
total coefficients CP	WHMC	total_intercept[717]	6954.943802230686	105.08886228025945	2648.295297805289	2.0509963009333454	0.9995234203548387	1521.9237861836602
total coefficients CP	WHMC	total_intercept[718]	6780.616790215856	113.70976386578965	2519.7789728383605	2.2770080664524937	0.999504199610686	1659.7708748972454
total coefficients CP	WHMC	total_intercept[719]	10158.638959275157	114.27270536954649	2081.9279433473293	2.5121925031853864	1.000280214225611	1238.3266872364566
total coefficients CP	WHMC	total_intercept[720]	8770.292523863829	124.77394300424031	2288.258136847339	2.631456961430647	0.9996581441740526	1496.4914049907652
total coefficients CP	WHMC	total_load[701]	35.420257949507146	17.03135615330218	2421.375335885371	0.34600435048998235	1.0006986425777444	1601.2583686620053
total coefficients CP	WHMC	total_load[702]	22.51432751763092	10.903961550636142	2431.299297864927	0.22020643504150494	0.9996959945455358	1495.2445544109025
total coefficients CP	WHMC	total_load[703]	20.64679653899302	12.70765993284055	2921.4167446273486	0.23535213657528314	0.9995433762451391	1555.8156470026654
total coefficients CP	WHMC	total_load[704]	69.77561922500722	13.636306385558589	2232.6895583752985	0.28852588506736837	1.0004123049458855	1231.9640262339062
total coefficients CP	WHMC	total_load[705]	37.94393079383079	15.003089030993003	1702.2751137857306	0.36445338849775843	1.0004013913237133	1323.7133197547369
total coefficients CP	WHMC	total_load[706]	52.23806750778813	15.683484780882013	2177.7744358924	0.33614800815408025	1.000462417734694	1298.8281371204696
total coefficients CP	WHMC	total_load[707]	57.74360156184312	16.576123169546243	3331.115613519774	0.2872421593991018	0.9995565942337696	1261.9035395559333
total coefficients CP	WHMC	total_load[708]	33.94784717072581	17.112830384385344	2555.8668001565306	0.3379302658128338	0.9995463766429309	1529.810606933546
total coefficients CP	WHMC	total_load[709]	14.93009665625245	18.94066798499685	2192.4198010298655	0.40515015425371387	1.0001726647455318	1454.2630477501186
total coefficients CP	WHMC	total_load[710]	-14.480484990292986	20.98198719811441	2512.7612876081475	0.4202588660634063	0.999765758598326	1616.5410924962275
total coefficients CP	WHMC	total_load[711]	72.1905191236899	21.028520133235897	2272.778036701262	0.44103837777707766	1.0011348224125793	1368.4611062985805
total coefficients CP	WHMC	total_load[712]	175.08507688298477	25.12559471146022	1824.9241903928385	0.58703234996504	0.9995926487131086	1502.98933473142
total coefficients CP	WHMC	total_load[713]	44.86836689156307	24.454206925495914	3159.089815095445	0.4348809889679383	0.9998315131041016	1566.1221434034212
total coefficients CP	WHMC	total_load[714]	56.07191614336327	25.232728743079463	2545.160071977967	0.500254086212512	0.9998283413287511	1718.5860915861408
total coefficients CP	WHMC	total_load[715]	16.947719023728457	28.694696986836107	3086.9282326826155	0.5183349271908785	0.9995028423314158	1524.0303967826524
total coefficients CP	WHMC	total_load[716]	24.48026595027253	37.91732377020856	2533.9132706831206	0.7557985758808465	1.0002566832385025	1481.717591236509
total coefficients CP	WHMC	total_load[717]	151.90675606633718	34.779554376763514	2835.083732614262	0.6513179039443173	0.9996281061502118	1414.2524833405503
total coefficients CP	WHMC	total_load[718]	171.1622981133269	36.126795189172356	2204.9195336075236	0.7726976526402616	1.0000225944975618	1593.0161728377666
total coefficients CP	WHMC	total_load[719]	28.003809675024087	35.65198040929936	2158.331767191001	0.7669356918061714	1.0002767169829339	1430.6537341917394
total coefficients CP	WHMC	total_load[720]	103.2504181282466	38.09233297095645	2071.846772692215	0.8428978271285432	0.9995549151463292	1626.342476691044
total coefficients NCP	WHMC	log_tau_intercept	7.80841151662559	0.1487902378733372	96.23366761153939	0.01504419246307368	1.0300365760403736	220.99574166444813
total coefficients NCP	WHMC	log_tau_load	4.114200848931364	0.21470431681313978	479.5805611042053	0.009789408362429324	1.000065149030331	583.3660305388973
total coefficients NCP	WHMC	log_sigma_intercept	6.051467865673198	0.015248617233673404	2552.5210349493077	0.0003025550874056596	1.0000955318267604	1346.6219913541786
total coefficients NCP	WHMC	log_sigma_subj_slope	0.07817775721679605	0.002768167203984304	2428.477437618454	5.630648910889489e-5	0.9995709240232457	1785.4387493101215
total coefficients NCP	WHMC	total_intercept[701]	614.6873621512467	53.6049670326755	2823.8137377571015	1.0115505105625204	1.00002350947207	1750.2378984431061
total coefficients NCP	WHMC	total_intercept[702]	1553.681163426199	34.46299916577936	3053.4069106406214	0.6249321632042298	0.9998583116753071	1623.1478540765509
total coefficients NCP	WHMC	total_intercept[703]	1834.765622596668	36.06606782521701	2669.1191906055415	0.6980974317179679	1.0001405427088912	1889.4311833855065
total coefficients NCP	WHMC	total_intercept[704]	4817.288869766504	40.443703461308	2703.5323299931265	0.7799297573897009	1.00162900252855	1460.3197548761675
total coefficients NCP	WHMC	total_intercept[705]	4120.860395757772	46.932254808504226	2088.737142506511	1.0266669956454983	1.0005924275088875	1384.7649030512462
total coefficients NCP	WHMC	total_intercept[706]	5511.54526690779	45.20139046337387	2431.0885917900723	0.9156124619087875	1.0004190604187475	1475.5463467481643
total coefficients NCP	WHMC	total_intercept[707]	5383.902847926248	50.874476636399336	2405.201408488349	1.037036460765564	1.0014528792809498	1510.166169037876
total coefficients NCP	WHMC	total_intercept[708]	5019.10591175814	53.57875245374304	2722.4039896132695	1.0306776377750355	0.9995729443808341	1733.1811662364246
total coefficients NCP	WHMC	total_intercept[709]	4326.831318109329	57.91379179381386	2641.004926365367	1.1240324772364518	1.0038184813880204	1269.4620351711578
total coefficients NCP	WHMC	total_intercept[710]	5654.453556240299	65.45880598536714	2354.7435275499297	1.3517076804556272	0.9996167431091774	1360.7249029104778
total coefficients NCP	WHMC	total_intercept[711]	3735.4416966694016	64.31643156858222	2815.633740832784	1.208814624226214	0.9997047169028387	1625.864811262071
total coefficients NCP	WHMC	total_intercept[712]	6560.001467301967	73.81514935570281	2560.2600821106253	1.4550890010413313	1.0013278077773828	1289.4761380403102
total coefficients NCP	WHMC	total_intercept[713]	9359.709775194344	76.53155219825045	2804.3006149265675	1.4469638606454578	1.000151000042621	1389.0193922650526
total coefficients NCP	WHMC	total_intercept[714]	5619.216348555878	80.3473667670584	2015.6620063629612	1.77907319361153	1.0007071085450492	1419.279918607463
total coefficients NCP	WHMC	total_intercept[715]	6383.646951345238	90.0575072677962	2968.042143265256	1.6617271636915651	1.003085475889213	1384.0285979563416
total coefficients NCP	WHMC	total_intercept[716]	6234.931858466477	121.65351805907706	2140.5857469752314	2.6417520263284406	1.00175565508915	1418.979457653958
total coefficients NCP	WHMC	total_intercept[717]	6950.536461175634	108.15765856637064	2186.4520306411487	2.317536125705055	1.000038059282358	1729.8382977350343
total coefficients NCP	WHMC	total_intercept[718]	6778.663785464884	115.92670939053092	2114.7222870566493	2.5194543494353505	1.0003788716218422	1317.1250825415054
total coefficients NCP	WHMC	total_intercept[719]	10157.633615795668	117.24506803701236	2955.1138903517653	2.1598509017680447	0.9999095818956044	1631.2152269490741
total coefficients NCP	WHMC	total_intercept[720]	8770.612043594847	123.96904963107413	2979.5829616661804	2.270724590713319	1.0000362713304387	1528.356634375017
total coefficients NCP	WHMC	total_load[701]	35.69782880505445	17.481483069162493	2723.676460925885	0.3363762438011669	1.0000546548813212	1577.8733491953906
total coefficients NCP	WHMC	total_load[702]	22.716707336220942	11.017969878211721	2873.9857132416137	0.205909236945383	0.9996572157739713	1430.3403143733833
total coefficients NCP	WHMC	total_load[703]	21.020567097078047	11.752682061412946	3233.4126647491735	0.2060756322771135	1.0022158825982752	1558.6667942220702
total coefficients NCP	WHMC	total_load[704]	69.31202238765019	13.47389930281101	2707.848041294003	0.25869618580721265	0.9999454677759629	1356.37657224698
total coefficients NCP	WHMC	total_load[705]	37.431593937144555	15.326216133005035	2098.902396529747	0.33305450733190156	1.0008942250641526	1353.7761525357992
total coefficients NCP	WHMC	total_load[706]	52.584568602400424	14.871778510587493	2551.577965028023	0.294779829178548	1.0005620740860885	1467.1924040244603
total coefficients NCP	WHMC	total_load[707]	57.17239036772831	16.392329413403417	2491.761200075257	0.3287525112506071	1.000938632702872	1524.8378651278788
total coefficients NCP	WHMC	total_load[708]	34.434445593219436	17.53930067490133	2661.121908087045	0.33948243787398097	1.001149184366045	1282.1546093384407
total coefficients NCP	WHMC	total_load[709]	14.761308932469364	19.08293980900438	2762.758076358498	0.3631846215923182	1.0022756657601384	1676.453627475725
total coefficients NCP	WHMC	total_load[710]	-15.32137098950425	21.378388313157128	2146.0991010382286	0.4628220818497053	0.9995177920258432	1550.0149400857874
total coefficients NCP	WHMC	total_load[711]	72.4328907414341	20.87799083802392	2751.982831609144	0.3986529618689349	0.999704945953063	1709.7485259368295
total coefficients NCP	WHMC	total_load[712]	175.6031740840372	24.438652147121832	2370.6333154582503	0.500875139937253	1.0003703123284078	1855.1651676472698
total coefficients NCP	WHMC	total_load[713]	45.273811869705824	24.16411365427398	3460.2773738644228	0.41218780616951445	1.0004818607035402	1714.307810509683
total coefficients NCP	WHMC	total_load[714]	55.38330005370878	25.640019392943188	1791.899421390773	0.6048771870176631	1.0007130305750367	1395.1992176646781
total coefficients NCP	WHMC	total_load[715]	17.34994116517074	28.510492373811445	3215.84569791939	0.5030480641935596	1.0037069971218713	1206.2583693662675
total coefficients NCP	WHMC	total_load[716]	25.239906664363566	37.532638978251526	2012.6439191402264	0.843137774994201	1.000090748668587	1674.4244739777123
total coefficients NCP	WHMC	total_load[717]	153.14199205236503	34.284150796346395	1974.491379647722	0.7731581810932805	0.9999116585722145	1778.7794716348105
total coefficients NCP	WHMC	total_load[718]	172.4273175948529	36.789707692936375	1576.2491106919947	0.9359638764741515	0.9996777809540963	1577.123473136663
total coefficients NCP	WHMC	total_load[719]	27.89315258962174	36.10596679781241	3681.4035687232363	0.5962174076648061	0.9995091474965949	1587.7468904618747
total coefficients NCP	WHMC	total_load[720]	103.91302544759601	38.04854419256301	2421.9612667806814	0.7764841229043522	0.9995022133281569	1527.5669692019192
total coefficients ACP	WHMC	log_tau_intercept	7.81775904416486	0.1611178211379436	3472.9141691111113	0.0027827000104821663	1.0001609489896206	1187.6973234140057
total coefficients ACP	WHMC	log_tau_load	4.100511972688635	0.21914992282435508	2045.9594720130858	0.0048575678152543815	0.9997944572692286	1589.235564380829
total coefficients ACP	WHMC	log_sigma_intercept	6.051527255072198	0.015140448031641968	4216.784571581567	0.00023374942038804195	1.0062853482176064	1445.507982402601
total coefficients ACP	WHMC	log_sigma_subj_slope	0.0781729346533416	0.002714624372042414	4647.942856932897	3.9580120253597875e-5	1.0000425413121505	1578.4738774673178
total coefficients ACP	WHMC	total_intercept[701]	614.5654107169802	52.61496439401641	1945.0168492310795	1.1933562148231331	1.0016918254950484	1524.1548810983509
total coefficients ACP	WHMC	total_intercept[702]	1553.9641066220304	34.165006315755654	1980.8187220289337	0.7669289078283033	0.9997253195369156	1334.5561667378915
total coefficients ACP	WHMC	total_intercept[703]	1834.3403547083717	37.01323190639679	2629.953788684625	0.7203075578095409	1.0017699642524647	1614.8796814356028
total coefficients ACP	WHMC	total_intercept[704]	4816.374876390867	41.069995737407666	1999.072804433202	0.9190017316276485	0.9995788875899948	1259.5802382672966
total coefficients ACP	WHMC	total_intercept[705]	4118.476528234561	46.141666021953085	2502.097186452564	0.9229546618681526	1.0022807744568552	1555.2776453378215
total coefficients ACP	WHMC	total_intercept[706]	5511.354961208945	46.882505183869064	2693.126063028351	0.9044310395687596	1.0002207779904406	1212.0507954813986
total coefficients ACP	WHMC	total_intercept[707]	5383.078731077386	51.27759270154621	2270.454873614114	1.0777668251190091	1.000020740616065	1820.4564405372253
total coefficients ACP	WHMC	total_intercept[708]	5019.19744262138	52.66907291265195	2537.869673340501	1.044281995572319	0.9996526034996417	1458.2426435629225
total coefficients ACP	WHMC	total_intercept[709]	4326.571166588921	60.772540416925004	2573.2237467311093	1.1998375176162104	1.0012895033485363	1295.8950482239009
total coefficients ACP	WHMC	total_intercept[710]	5654.699901850624	64.03634604123822	2206.752176353273	1.3622261879833666	0.9999856526999021	1520.4456786265034
total coefficients ACP	WHMC	total_intercept[711]	3734.600526711014	67.18147417948299	2503.6460726408664	1.3435911066978432	0.9996519039983414	1588.2480521975608
total coefficients ACP	WHMC	total_intercept[712]	6562.869067262748	73.87721769729914	2397.168003799775	1.509955103295651	1.0006358414056564	1592.593957205477
total coefficients ACP	WHMC	total_intercept[713]	9360.488693216617	79.23257213102072	1971.3640945078243	1.7834959413379508	1.0000147205561483	1389.2002291927693
total coefficients ACP	WHMC	total_intercept[714]	5616.347235804873	82.42907962539077	2714.399370276172	1.5817724977462992	0.9998335004169409	1467.2106104681357
total coefficients ACP	WHMC	total_intercept[715]	6385.7772512329975	88.38300787229612	2292.3382097530566	1.8475166961823712	0.9999045108831185	1633.5371174167742
total coefficients ACP	WHMC	total_intercept[716]	6239.215912121473	120.86276861147388	2503.009395684585	2.4282409302583785	1.0000991596954534	1576.075107928959
total coefficients ACP	WHMC	total_intercept[717]	6956.7195826965835	107.1800350635905	2441.8307143457014	2.16222119135323	1.000483929055764	1741.5252699906966
total coefficients ACP	WHMC	total_intercept[718]	6780.092103581637	118.41094803868128	2433.7656329031834	2.401526800079599	1.000027927354823	1625.4465320528755
total coefficients ACP	WHMC	total_intercept[719]	10159.18726397279	115.02867990112733	2830.9218454331503	2.1664649220298675	1.0012046088298108	1738.5668609196314
total coefficients ACP	WHMC	total_intercept[720]	8772.959643674907	122.25639093133663	2369.3486149354367	2.507318832656739	0.9998106804067713	1656.0949670731272
total coefficients ACP	WHMC	total_load[701]	35.60663114092845	17.37220968532945	1985.4298060778929	0.3899207698846321	1.0014819832850304	1517.53269468818
total coefficients ACP	WHMC	total_load[702]	22.51826696837276	11.372215823770903	1924.9395702248705	0.2598563398622831	0.9996059652375195	1599.6374127164956
total coefficients ACP	WHMC	total_load[703]	20.920738425646793	12.087170532097725	2278.0845175085697	0.25344292265487084	1.0009517518944437	1417.0679928276281
total coefficients ACP	WHMC	total_load[704]	69.60289065844316	13.72575666743643	2068.802076138199	0.3017780265923007	0.9999337221009589	1683.913022161877
total coefficients ACP	WHMC	total_load[705]	37.94591398121255	15.03542500622282	2381.1415566842034	0.3078261858842731	0.9999487234140391	1643.267589974306
total coefficients ACP	WHMC	total_load[706]	52.409576586234756	15.076008457499029	2388.067624550895	0.30918092671262826	1.0007754132432967	1632.731215849287
total coefficients ACP	WHMC	total_load[707]	57.671188695122794	16.709469069344618	2184.0953689770026	0.35740357967930486	1.000247371303559	1622.212993891043
total coefficients ACP	WHMC	total_load[708]	33.995910763989315	17.119130683419407	2673.716626083669	0.33162270766753643	0.9999550513205513	1469.0981362521377
total coefficients ACP	WHMC	total_load[709]	15.543506450810833	19.465822206047562	2508.4343764211417	0.38865677081509775	1.0035766353822062	1541.054343872865
total coefficients ACP	WHMC	total_load[710]	-15.7659704454077	20.506628196996463	2037.4294077184593	0.4572377288037833	0.9999138659740459	1507.123777867258
total coefficients ACP	WHMC	total_load[711]	72.81801785316848	21.99319690129932	2623.5457690479507	0.42960521990958944	1.0002590001769014	1523.4321901194514
total coefficients ACP	WHMC	total_load[712]	175.0566733967015	23.87788854141176	2348.377473814451	0.4930211089704325	0.999552865662818	1821.3015306292134
total coefficients ACP	WHMC	total_load[713]	44.37865611690817	25.439441322186422	2001.2812702843084	0.569284467735446	1.000066485633466	1478.7981685672326
total coefficients ACP	WHMC	total_load[714]	56.136601804875085	25.99637623573073	2889.8575898778745	0.48307762202051613	0.9996042322267851	1660.9370746356287
total coefficients ACP	WHMC	total_load[715]	15.925100896738044	28.479389242228045	2342.5317437415642	0.5887220840251789	0.9997084604299729	1599.555857260029
total coefficients ACP	WHMC	total_load[716]	23.337393266961488	36.411827170815805	2213.7731421534486	0.7761999850658989	0.9996551377087178	1626.2731371130503
total coefficients ACP	WHMC	total_load[717]	151.8380701904109	33.783789006422055	2416.3815336672565	0.6844825750310306	0.999580317539992	1614.0432809497247
total coefficients ACP	WHMC	total_load[718]	170.45833479037464	37.634155811942534	2415.022728690695	0.7649917905467496	1.0007568967846243	1421.7720547091453
total coefficients ACP	WHMC	total_load[719]	27.200885404726666	35.35712806012237	2786.3916747288895	0.6705556532153435	1.0002709909467324	1671.661946731102
total coefficients ACP	WHMC	total_load[720]	102.480507643258	37.146317453633394	2286.2028315347443	0.7774289805471087	1.000708058905213	1715.5793353712404
