model	sampler	parameter	difference	combined_mcse	difference_in_combined_mcse
brms NCP	WHMC	total_load[715]	0.9755395903397641	0.819153995404513	1.1909111056194326
brms NCP	WHMC	total_load[716]	1.355943024633838	1.081818424850409	1.2533924302697417
brms NCP	WHMC	total_load[717]	-0.8643052306290997	1.022173570115898	-0.8455562302702675
brms NCP	WHMC	total_load[718]	-0.23121953406896978	1.205036917609439	-0.19187755220617203
brms NCP	WHMC	total_load[719]	0.2246515445923407	1.0654049130128025	0.21086024838862477
brms NCP	WHMC	total_load[720]	-1.7524252330079264	1.0905988708676144	-1.6068467333124992
brms CP	WHMC	log_tau_intercept	-0.0026130340513166317	0.006085439954295399	-0.4293911485351565
brms CP	WHMC	log_tau_load	-0.0018037792335023894	0.00782095243224424	-0.23063421611743407
brms CP	WHMC	log_sigma_intercept	4.7690611421735696e-5	0.00031147209406252126	0.15311359293768012
brms CP	WHMC	log_sigma_subj_slope	-5.731939060615865e-7	5.729639578896551e-5	-0.010004013309541815
brms CP	WHMC	total_intercept[701]	-0.41251975531145035	1.6024299054220226	-0.25743388457469374
brms CP	WHMC	total_intercept[702]	0.28270813615631596	1.0702254156090818	0.2641575616062364
brms CP	WHMC	total_intercept[703]	0.3661288097905526	1.092827005282491	0.33502906500366897
brms CP	WHMC	total_intercept[704]	-1.8406252517270332	1.25400225797126	-1.4678005880984768
brms CP	WHMC	total_intercept[705]	1.0905705812629094	1.3158067080102158	0.8288227857662224
brms CP	WHMC	total_intercept[706]	-0.8970103402389213	1.2672971776412905	-0.7078137283541089
brms CP	WHMC	total_intercept[707]	0.1746600734131789	1.5149356379168872	0.1152920751493742
brms CP	WHMC	total_intercept[708]	-1.0526900877957814	1.5395322812110082	-0.6837726630634384
brms CP	WHMC	total_intercept[709]	-1.682214551296056	1.7032480843616218	-0.9876509280951582
brms CP	WHMC	total_intercept[710]	1.5663049725271776	1.8553694693717349	0.8442011137854714
brms CP	WHMC	total_intercept[711]	0.7276131809421713	1.851701552437534	0.39294300962504425
brms CP	WHMC	total_intercept[712]	0.8961559868530458	2.2844490950465213	0.39228538241286404
brms CP	WHMC	total_intercept[713]	-0.046428086405285285	2.3691663398948486	-0.01959680315538584
