index	centeredness	loss	admissible
6	0.94	-0.07710269606320704	true
6	0.95	-0.07700764581538483	true
6	0.96	-0.07690543223089194	true
6	0.97	-0.0767960993416773	true
6	0.98	-0.07667969529032286	true
6	0.99	-0.07655627225873637	true
6	1.0	-0.07642588639043395	true
7	0.0	-0.05840882901029836	true
7	0.01	-0.058552601851089625	true
7	0.02	-0.05869476696413222	true
7	0.03	-0.05883530729402688	true
7	0.04	-0.05897420590651757	true
7	0.05	-0.059111445993084634	true
7	0.06	-0.059247010875550565	true
7	0.07	-0.059380884010692796	true
7	0.08	-0.05951304899486422	true
7	0.09	-0.05964348956861736	true
7	0.1	-0.05977218962133157	true
7	0.11	-0.05989913319583949	true
7	0.12	-0.060024304493051205	true
7	0.13	-0.060147687876574395	true
7	0.14	-0.060269267877327094	true
7	0.15	-0.06038902919814113	true
7	0.16	-0.06050695671835388	true
7	0.17	-0.060623035498385734	true
7	0.18	-0.06073725078430135	true
7	0.19	-0.06084958801235181	true
7	0.2	-0.06096003281349381	true
7	0.21	-0.06106857101788696	true
7	0.22	-0.06117518865936301	true
7	0.23	-0.06127987197986594	true
7	0.24	-0.06138260743386042	true
7	0.25	-0.061483381692706465	true
7	0.26	-0.061582181648995954	true
7	0.27	-0.061678994420850945	true
7	0.28	-0.06177380735617893	true
7	0.29	-0.061866608036883375	true
7	0.3	-0.061957384283028	true
7	0.31	-0.06204612415694908	true
7	0.32	-0.0621328159673175	true
7	0.33	-0.06221744827314417	true
7	0.34	-0.06230000988772813	true
7	0.35	-0.06238048988254442	true
7	0.36	-0.06245887759106985	true
7	0.37	-0.0625351626125418	true
7	0.38	-0.06260933481565109	true
7	0.39	-0.06268138434216307	true
7	0.4	-0.06275130161046681	true
7	0.41	-0.06281907731904908	true
7	0.42	-0.06288470244988975	true
7	0.43	-0.06294816827177863	true
7	0.44	-0.06300946634354941	true
7	0.45	-0.06306858851722834	true
7	0.46	-0.0631255269410976	true
7	0.47	-0.06318027406266856	true
7	0.48	-0.06323282263156405	true
7	0.49	-0.06328316570230771	true
7	0.5	-0.06333129663701795	true
7	0.51	-0.06337720910800435	true
7	0.52	-0.06342089710026495	true
7	0.53	-0.0634623549138828	true
7	0.54	-0.06350157716631886	true
7	0.55	-0.06353855879460088	true
7	0.56	-0.06357329505740529	true
7	0.57	-0.06360578153703181	true
7	0.58	-0.06363601414126782	true
7	0.59	-0.06366398910514183	true
7	0.6	-0.06368970299256506	true
7	0.61	-0.06371315269785834	true
7	0.62	-0.06373433544716449	true
7	0.63	-0.06375324879974487	true
7	0.64	-0.06376989064915752	true
7	0.65	-0.06378425922431787	true
7	0.66	-0.06379635309044013	true
7	0.67	-0.06380617114985773	true
7	0.68	-0.06381371264272412	true
7	0.69	-0.06381897714759088	true
7	0.7	-0.06382196458186445	true
7	0.71	-0.06382267520213955	true
7	0.72	-0.06382110960441009	true
7	0.73	-0.06381726872415648	true
7	0.74	-0.06381115383630878	true
7	0.75	-0.06380276655508714	true
7	0.76	-0.06379210883371741	true
7	0.77	-0.06377918296402299	true
7	0.78	-0.06376399157589384	true
7	0.79	-0.06374653763663118	true
7	0.8	-0.06372682445016904	true
7	0.81	-0.0637048556561736	true
7	0.82	-0.06368063522901961	true
7	0.83	-0.06365416747664536	true
7	0.84	-0.06362545703928671	true
7	0.85	-0.06359450888809062	true
7	0.86	-0.063561328323609	true
7	0.87	-0.06352592097417446	true
7	0.88	-0.06348829279415817	true
7	0.89	-0.06344845006211158	true
7	0.9	-0.06340639937879211	true
7	0.91	-0.06336214766507559	true
7	0.92	-0.06331570215975595	true
7	0.93	-0.06326707041723312	true
7	0.94	-0.06321626030509121	true
7	0.95	-0.06316328000156927	true
7	0.96	-0.06310813799292392	true
7	0.97	-0.06305084307068883	true
7	0.98	-0.0629914043288296	true
7	0.99	-0.06292983116079845	true
7	1.0	-0.06286613325648861	true
8	0.0	-0.029886615745896506	true
8	0.01	-0.030031466127660656	true
8	0.02	-0.030175537657437253	true
8	0.03	-0.0303188025676102	true
8	0.04	-0.03046123286763689	true
8	0.05	-0.03060280035012597	true
8	0.06	-0.03074347659722993	true
8	0.07	-0.03088323298735702	true
8	0.08	-0.0310220407022071	true
8	0.09	-0.031159870734135987	true
8	0.1	-0.03129669389385112	true
8	0.11	-0.031432480818443624	true
8	0.12	-0.031567201979759325	true
8	0.13	-0.03170082769311093	true
8	0.14	-0.03183332812633493	true
8	0.15	-0.031964673309195495	true
8	0.16	-0.0320948331431356	true
8	0.17	-0.03222377741137843	true
8	0.18	-0.03235147578937823	true
8	0.19	-0.0324778978556224	true
8	0.2	-0.03260301310278335	true
8	0.21	-0.03272679094922008	true
8	0.22	-0.03284920075082818	true
8	0.23	-0.032970211813235645	true
8	0.24	-0.033089793404343426	true
8	0.25	-0.03320791476720635	true
8	0.26	-0.03332454513325101	true
8	0.27	-0.03343965373582721	true
8	0.28	-0.03355320982408664	true
