arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
brms_native_ncp	2000	397.003017647673	log_tau_intercept	554.1476219479312	1.0065170074976006	0	0.0	852992	1223801	1223801	0.4654240809382421	0.32440161239259735	1.9714327309574105	0.4654240809382421	NaN	NaN
