qoi	mean	sd	bulk_ess	tail_ess	split_rhat
b_county_intercept_county_idx_tau.1	-0.6611382930704877	0.046193659100434825	2505.519580717911	4420.624217267288	1.0005679269264582
county_intercept[1]	1.3174377895793505	0.18008240271500825	12746.626755614236	7456.915589554951	1.0004758458038878
county_intercept[2]	0.9331008501160625	0.3207126965924527	10552.867705503108	7291.104798112274	1.0000677798113429
county_intercept[3]	1.5782318987464676	0.12332504386755158	11787.103295212803	6971.480421781614	1.0004330982313951
county_intercept[4]	0.9503198660643709	0.34105559856811946	13114.987720901881	7561.545715189412	0.9999001228026886
county_intercept[5]	0.9696637023530089	0.057189205660573346	16390.683992287402	7261.677723962251	1.0001253125005383
county_intercept[6]	0.7206880664884908	0.07564899320707828	9867.769700538342	7744.129579679563	1.000053312783347
county_intercept[7]	1.2282793013419282	0.31733964834436	10029.205286617746	7632.117342152467	1.0002522253282657
county_intercept[8]	0.9413476447722314	0.12233372643447116	14411.110969127223	7257.337263338053	0.9999160930825105
county_intercept[9]	0.1791046955488657	0.25660945993864803	7867.037925629088	7061.435833956771	1.00001205679835
county_intercept[10]	1.4168623752137193	0.22232108645632678	13028.370050111498	7099.293350685508	1.000153653394788
county_intercept[11]	1.772478752425669	0.36362497679752176	9622.48279881347	6810.796866984363	0.9999241233950817
county_intercept[12]	0.13957181734568744	0.32201378954765114	9023.363611656046	7416.5470021777655	1.0004163323246282
county_intercept[13]	0.5907157520147867	0.30730639007220567	8812.703083219318	7272.140399615665	0.9999895736693006
county_intercept[14]	1.7937353498376531	0.1496854544618116	10345.936417996982	7658.95006954444	1.0005359204603232
county_intercept[15]	0.4552621388296599	0.0961387014094271	15053.09356700038	7233.718628878156	1.0005255824674326
county_intercept[16]	0.8571196191278035	0.2846202595686903	7899.419305815333	6842.197579574221	1.0016556344247507
county_intercept[17]	1.6304197144571453	0.1927410994616465	6056.886095180738	7069.986128305763	1.0001373064984236
county_intercept[18]	0.6528562022336759	0.31842167219476614	5117.56292604363	6820.013712815113	1.000088646276524
county_intercept[19]	1.0513815225310579	0.2659777855334059	9294.627245243393	7575.953655064708	1.0001372797652082
county_intercept[20]	0.5144708717922898	0.29569458224333744	5054.395291195363	6659.299358562635	1.0000358430863763
county_intercept[21]	1.511423635271176	0.08366535633541235	15909.339432606306	7421.32075869197	1.0001012642736415
county_intercept[22]	1.249116315303896	0.38845448520599585	10877.017996726623	7423.002411780742	1.0000216774589956
county_intercept[23]	1.6476932419444617	0.2244871384973279	14007.130866582245	7188.346326536496	0.9999435368897189
county_intercept[24]	1.3804143805852023	0.31464638904805187	9350.453402437146	7393.557762888703	0.9999553760329399
county_intercept[25]	1.3397889286817974	0.2715006438383004	13757.227915088837	7193.632984695164	0.9999712541133782
county_intercept[26]	0.8289439405517738	0.2463844326031934	8586.299098968748	7422.857971286737	0.9999161955434424
county_intercept[27]	1.6571493415937206	0.1400463277977171	13922.858376397373	7230.751335256942	1.000132641902872
county_intercept[28]	0.7432698761181131	0.13261051084306083	12847.9873006152	7711.475418224379	0.9999993459814241
county_intercept[29]	1.326384381432151	0.3648636046802811	14446.91152114925	7675.12391581053	1.0008417388092106
county_intercept[30]	1.8247732350532408	0.2686841444346035	10560.02756687436	7859.909844420173	0.9999247082989337
county_intercept[31]	0.8341597785467817	0.3922981405704189	8446.300942155629	7597.404168682923	0.999940256271033
county_intercept[32]	1.0075598128472636	0.15578116802236824	14611.518820886817	7871.108096608823	0.9999794490265802
county_intercept[33]	1.810144594547428	0.22440123428757794	13887.771117692926	7509.171343874549	1.0008129005935236
county_intercept[34]	0.9391619161542097	0.20723440311789015	11099.125794011481	7644.660960999219	1.000132208573056
county_intercept[35]	0.6370833606398488	0.26321201699082364	10956.921141646217	7851.134569570769	0.9999269260621281
county_intercept[36]	1.0882997477712624	0.20301952976181784	9209.54182245162	7984.568058700189	0.999969949584188
county_intercept[37]	1.5199480517074662	0.1601505910529432	12154.975171790851	7884.18986558846	1.0000879817072055
county_intercept[38]	1.7804909744364141	0.16039862995617318	13102.325630726082	7705.534009162283	0.9999199884614696
county_intercept[39]	1.4883381898467163	0.13944945606630618	12675.995773178904	7350.330635238068	1.00046241804175
county_intercept[40]	0.6382356800683123	0.08734827982016441	13251.714015776732	6822.407249521135	1.0001108208896516
county_intercept[41]	1.5265456950106566	0.3120160802869457	9052.851733749789	7906.006003521714	1.0002643010289327
county_intercept[42]	1.2323790871543836	0.15003146790579006	9733.06680877694	7424.088918036314	1.0003267721851592
county_intercept[43]	1.2570362502225876	0.13920078759205545	10012.737131943668	7705.385253789901	0.9999149420050981
county_intercept[44]	1.009629253367743	0.3409827909952276	13703.359843037886	7117.132400117797	0.999900042660264
county_intercept[45]	1.4394700464470624	0.09092868829548242	12477.402575862305	7311.951465008903	0.9999197327825236
county_intercept[46]	1.506311520060068	0.09028574569474648	11053.661738360746	7920.2976459306965	1.0000806934741473
county_intercept[47]	1.0172146594839846	0.3691703424524809	12548.391758782835	7401.163807602618	0.9999072944573598
county_intercept[48]	0.8079111452563742	0.3643815287336939	12799.894890225436	6869.174562623188	0.9999444874934855
county_intercept[49]	0.944630998122978	0.1359649063789553	13735.346961144909	7721.512310572769	1.0003883844127714
county_intercept[50]	1.1551552024632186	0.23915000432273298	5155.309896813474	6594.467071335766	1.000286923814344
county_intercept[51]	1.275957260978822	0.3481903048926022	9706.103003033173	7119.537985110022	0.9999763313375144
county_intercept[52]	1.0349100752243787	0.24930435741605866	12059.509445162847	7282.4621131395115	0.9999107060070501
county_intercept[53]	1.515670295865228	0.2037940872332864	12719.6814753183	6988.549968131984	1.0001333616790924
county_intercept[54]	1.031980843444795	0.24947357845933502	13203.114003406687	7198.37164132374	0.9999910873860971
county_intercept[55]	1.227561546408861	0.2785717858965208	5893.522099945806	7308.848177179339	1.0012191472393877
county_intercept[56]	1.1269083080472342	0.4099789019477843	13393.425234594606	7245.468631795649	1.0000232032832161
county_intercept[57]	1.3714226218786474	0.318362871786956	10019.141572836594	6609.396776800895	0.9999494074970876
county_intercept[58]	1.487333416203961	0.060503490216960554	11618.71926365609	7131.725635537741	0.9999563401789798
county_intercept[59]	0.754952301868962	0.21562900047661868	15051.620874789814	7595.728696219778	1.0000265477996095
county_intercept[60]	0.5926023553804279	0.3265703820391311	7552.172250696366	7073.025347281347	1.0002766958055904
county_intercept[61]	2.0730361940241426	0.18103840396192855	13433.692096366613	7593.978232195023	0.9999418917613957
county_intercept[62]	0.9285610357040955	0.36359600746548315	10196.599623753986	7235.333060630712	1.0002171859829243
county_intercept[63]	1.4362308377980626	0.15479790916322803	12978.542711164142	7466.827370530118	0.9999182872794702
county_intercept[64]	1.4781448206011747	0.3374302178657382	13868.790426701535	7235.4354497828945	1.0008571928436496
county_intercept[65]	1.0972766052101843	0.30135161837745905	14283.669415214377	6973.300787255013	1.000182454430577
county_intercept[66]	0.7152284983555542	0.3435304773949664	7075.4412053034785	7319.553769762211	0.9999564263904456
county_intercept[67]	1.098665680524124	0.22848421703834598	12870.52570393448	7736.108288530713	1.00010231994071
county_intercept[68]	0.7532130791355972	0.10053382646695913	10525.584665045279	7834.743006621483	1.0000209722523634
county_intercept[69]	1.0674571512522306	0.08582015753053646	13173.276400412069	7793.893688200333	0.999935377081657
county_intercept[70]	1.148404145010239	0.16520971829848274	13180.828465545217	7244.665727199609	1.0005442667123108
