arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
online_gradient	2000	1569.1911004774988	total_load[718]	1321.5970684127378	1.004471487396936	0	0.0	36576	41027	41151	42.90220637788437	38.1325144097956	42.90220637788437	42.90220637788437	26.586925088	25.868739496
