case	arm	qois	draws	min_bulk_ess	limiting_qoi	min_tail_ess	max_split_rhat	divergences	sampling_gradients	all_fit_gradients	pilot_gradients	total_gradients	sampling_efficiency	total_efficiency	method	relative_sampling_efficiency	relative_total_efficiency
hsgp	ncp	192	10000	2705.5983168315984	hsgp_x_sigma	2159.834239494888	1.0009156413293598	99	2583577	4648422	0	4648422	0.0010472296033102936	0.0005820466207309918	NCP	1.0	1.0
hsgp	cp	192	10000	67.87976972130106	hsgp_log_sigma_x_rho_iso	27.367335402889683	1.0202515892650341	707	2860905	4933469	0	4933469	2.3726677300120438e-5	1.3759034407898592e-5	CP	0.022656614390120743	0.02363905899946405
hsgp	posthoc_position	192	10000	2784.4308139561454	hsgp_x_rho_iso	2090.465670325864	1.0010875572679656	55	468959	474843	4648422	5123265	0.00593747174903594	0.000543487563878922	Post-hoc position	5.669694334716653	0.93375263169874
hsgp	posthoc_gradient	192	10000	3110.0903283401835	sigma(time=57.6)	3747.898148790783	1.0010708957544878	43	475461	486242	4648422	5134664	0.006541210169372848	0.000605704741019117	Post-hoc gradient	6.246204412763044	1.0406464352604832
hsgp	online_position	192	10000	4516.948548053981	hsgp_x_rho_iso	4489.270979878141	1.0009753829153536	6	2235380	2263320	0	2263320	0.0020206625039384716	0.00199571803724351	Online position	1.9295314967712485	3.428794131193631
hsgp	online_gradient	192	10000	2967.8559179840227	hsgp_x_rho_iso	1801.2718661300087	1.0004343881950624	12	455207	713602	0	713602	0.006519794111215387	0.004158979260125424	Online gradient	6.225754209589104	7.145440093616841
