arm	parameter	mean	baseline_mean	mcse	baseline_mcse	z
ordinary_cp	population_mean	-1.1040583070263772	-1.1027416024678596	0.003296975384837412	0.003250205071870694	0.2844054698370789
ordinary_cp	between_trial_sd	0.393464611014546	0.38142224534326635	0.005241414192396665	0.00404788995480223	1.818394930108
ordinary_cp	trial_1_total	-1.2382913428609448	-1.233626020067681	0.00192026416961237	0.0019351469428597777	1.7112866610826107
ordinary_cp	trial_2_total	-1.0559186604225423	-1.0528132323613693	0.002258351452129902	0.002355026728885571	0.9517482319981607
ordinary_cp	trial_3_total	-0.779284848686953	-0.7919474009524416	0.004824250591896321	0.003486939302245214	2.1272697408505694
ordinary_cp	trial_4_total	-1.1609179198746584	-1.1612318542776192	0.0026407096029297736	0.002595638854021997	0.08478309819790036
ordinary_cp	trial_5_total	-0.9912903447943292	-0.9959567246359183	0.0016382399112377804	0.0016467022021930226	2.0089351758254543
ordinary_cp	trial_6_total	-1.0197933058833857	-1.0281277786786003	0.0037918390999921677	0.003316409636566387	1.6544790563163236
ordinary_cp	trial_7_total	-1.6132479072513515	-1.5909844343098132	0.006839415249554907	0.004550538789588435	2.710124687516416
ordinary_cp	trial_8_total	-1.0239916622794316	-1.0279254189230251	0.0027537452598399305	0.002751422375911833	1.0105362578039303
ordinary_ncp	population_mean	-1.1075686432348661	-1.1027416024678596	0.003177876246375614	0.003250205071870694	1.0619085354268643
ordinary_ncp	between_trial_sd	0.38455256299966745	0.38142224534326635	0.003941012203969361	0.00404788995480223	0.5540863420904968
ordinary_ncp	trial_1_total	-1.2343918411645576	-1.233626020067681	0.0019401801011042258	0.0019351469428597777	0.27946897276946164
ordinary_ncp	trial_2_total	-1.0511236021350643	-1.0528132323613693	0.002341962213619438	0.002355026728885571	0.508727775921897
ordinary_ncp	trial_3_total	-0.7860996801380554	-0.7919474009524416	0.003424989587486883	0.003486939302245214	1.1964234692296998
ordinary_ncp	trial_4_total	-1.1640229724073607	-1.1612318542776192	0.002500445670029755	0.002595638854021997	0.7744276257280588
ordinary_ncp	trial_5_total	-0.9956273038410949	-0.9959567246359183	0.0016116354137849906	0.0016467022021930226	0.14296995382116517
ordinary_ncp	trial_6_total	-1.0221685144105357	-1.0281277786786003	0.0031110943050349027	0.003316409636566387	1.3105205439156853
ordinary_ncp	trial_7_total	-1.5982820983434798	-1.5909844343098132	0.004784640833607344	0.004550538789588435	1.1051969273944828
ordinary_ncp	trial_8_total	-1.0248630730523463	-1.0279254189230251	0.0026326291125273846	0.002751422375911833	0.8041819997544795
ordinary_online_gradient	population_mean	-1.1032401977411195	-1.1027416024678596	0.003234235714979177	0.003250205071870694	0.10873999508900109
ordinary_online_gradient	between_trial_sd	0.3723552557455777	0.38142224534326635	0.003648304083690556	0.00404788995480223	1.6638628871730146
ordinary_online_gradient	trial_1_total	-1.2343164459093787	-1.233626020067681	0.0020614903720260528	0.0019351469428597777	0.24418579724738013
ordinary_online_gradient	trial_2_total	-1.0535535492150545	-1.0528132323613693	0.0024268190885985428	0.002355026728885571	0.21892135352187128
ordinary_online_gradient	trial_3_total	-0.7946026869654829	-0.7919474009524416	0.0035335060443643387	0.003486939302245214	0.5348747410747801
ordinary_online_gradient	trial_4_total	-1.1602244317354424	-1.1612318542776192	0.002605259242525193	0.002595638854021997	0.27393503167230165
ordinary_online_gradient	trial_5_total	-0.9952700172686184	-0.9959567246359183	0.001715717497978628	0.0016467022021930226	0.2887641795628747
ordinary_online_gradient	trial_6_total	-1.0220516293077915	-1.0281277786786003	0.0031403007441921497	0.003316409636566387	1.330364501393081
ordinary_online_gradient	trial_7_total	-1.5836205843648814	-1.5909844343098132	0.004590036992179172	0.004550538789588435	1.1393110766788381
ordinary_online_gradient	trial_8_total	-1.0322374689244243	-1.0279254189230251	0.0027159518932011817	0.002751422375911833	1.1153491534377709
ordinary_online_position	population_mean	-1.1029031510415108	-1.1027416024678596	0.004074016587893282	0.003250205071870694	0.030997502172214145
ordinary_online_position	between_trial_sd	0.3797748198904862	0.38142224534326635	0.0042825498355364465	0.00404788995480223	0.27956358665765246
ordinary_online_position	trial_1_total	-1.2334533634074702	-1.233626020067681	0.0020786462901337672	0.0019351469428597777	0.06079473400251894
ordinary_online_position	trial_2_total	-1.0544671505789767	-1.0528132323613693	0.002530364601518557	0.002355026728885571	0.4784649642746822
ordinary_online_position	trial_3_total	-0.7917349900781046	-0.7919474009524416	0.003460922487190077	0.003486939302245214	0.043235205645119325
ordinary_online_position	trial_4_total	-1.1625000736936462	-1.1612318542776192	0.0026513680948059845	0.002595638854021997	0.34180094692116725
ordinary_online_position	trial_5_total	-0.9970484246267864	-0.9959567246359183	0.001665233452740656	0.0016467022021930226	0.46615421521559985
ordinary_online_position	trial_6_total	-1.026405236379144	-1.0281277786786003	0.0032409368808283484	0.003316409636566387	0.3714736345680316
ordinary_online_position	trial_7_total	-1.5854898578252048	-1.5909844343098132	0.004785480157301421	0.004550538789588435	0.8320511499584896
ordinary_online_position	trial_8_total	-1.0253681446629075	-1.0279254189230251	0.0028225309989974427	0.002751422375911833	0.6487742973219096
ordinary_posthoc_gradient	population_mean	-1.1057941900801598	-1.1027416024678596	0.003738866815350216	0.003250205071870694	0.6161758668769558
ordinary_posthoc_gradient	between_trial_sd	0.3818517606141687	0.38142224534326635	0.003929567634689675	0.00404788995480223	0.07613447160205447
ordinary_posthoc_gradient	trial_1_total	-1.2331149556357908	-1.233626020067681	0.0017656260464164494	0.0019351469428597777	0.19509361340486228
ordinary_posthoc_gradient	trial_2_total	-1.0550962378621265	-1.0528132323613693	0.0021812303391725595	0.002355026728885571	0.7112229933892877
ordinary_posthoc_gradient	trial_3_total	-0.7951983943453248	-0.7919474009524416	0.003268967228406592	0.003486939302245214	0.6801763512608526
ordinary_posthoc_gradient	trial_4_total	-1.1608394030140317	-1.1612318542776192	0.002305064972987628	0.002595638854021997	0.11305251138037625
ordinary_posthoc_gradient	trial_5_total	-0.9951118862724115	-0.9959567246359183	0.0015345627166652932	0.0016467022021930226	0.3753350629294317
ordinary_posthoc_gradient	trial_6_total	-1.0273662860981683	-1.0281277786786003	0.0030628816282153065	0.003316409636566387	0.16868075604254215
ordinary_posthoc_gradient	trial_7_total	-1.595261865965719	-1.5909844343098132	0.0044923718008447935	0.004550538789588435	0.6689302808882038
ordinary_posthoc_gradient	trial_8_total	-1.0285152013451393	-1.0279254189230251	0.0024561798189764532	0.002751422375911833	0.15990872873865802
ordinary_posthoc_position	population_mean	-1.1040253657439538	-1.1027416024678596	0.003805162085872828	0.003250205071870694	0.2565316636766711
ordinary_posthoc_position	between_trial_sd	0.37825091134054045	0.38142224534326635	0.0040563257676317	0.00404788995480223	0.5534084088262838
ordinary_posthoc_position	trial_1_total	-1.2314606026305301	-1.233626020067681	0.0019064338080966995	0.0019351469428597777	0.7971398677226803
ordinary_posthoc_position	trial_2_total	-1.0577390843594163	-1.0528132323613693	0.002267177422103345	0.002355026728885571	1.506845788132801
ordinary_posthoc_position	trial_3_total	-0.8021338819296013	-0.7919474009524416	0.0037708281819864814	0.003486939302245214	1.9833718493836088
ordinary_posthoc_position	trial_4_total	-1.158937694232456	-1.1612318542776192	0.002414865539412194	0.002595638854021997	0.6471050499376547
ordinary_posthoc_position	trial_5_total	-1.0002687503152268	-0.9959567246359183	0.0015322303041607778	0.0016467022021930226	1.9170508797725656
ordinary_posthoc_position	trial_6_total	-1.0271282735983094	-1.0281277786786003	0.0030580654817453203	0.003316409636566387	0.22156400109412683
ordinary_posthoc_position	trial_7_total	-1.5892722149586007	-1.5909844343098132	0.004928231865081145	0.004550538789588435	0.25525713350086016
ordinary_posthoc_position	trial_8_total	-1.0288793439968311	-1.0279254189230251	0.0028053142150902812	0.002751422375911833	0.24276665144036702
rbest_cp_native	population_mean	-1.0939194343035774	-1.1027416024678596	0.009080900474720766	0.003250205071870694	0.9146854890760091
rbest_cp_native	between_trial_sd	0.3582232269498055	0.38142224534326635	0.02097187749020303	0.00404788995480223	1.086149385794214
rbest_cp_native	trial_1_total	-1.215086203358769	-1.233626020067681	0.016705954106864013	0.0019351469428597777	1.1024016677966606
rbest_cp_native	trial_2_total	-1.044267091280942	-1.0528132323613693	0.0035840387170079065	0.002355026728885571	1.9927906007760419
rbest_cp_native	trial_3_total	-0.796792376185359	-0.7919474009524416	0.007411578545301006	0.003486939302245214	0.5915097142590663
rbest_cp_native	trial_4_total	-1.1503316862530286	-1.1612318542776192	0.011964321774328796	0.002595638854021997	0.8903442640389252
rbest_cp_native	trial_5_total	-0.9886027820206211	-0.9959567246359183	0.0029528801976208222	0.0016467022021930226	2.175082139649326
rbest_cp_native	trial_6_total	-1.0168271385521785	-1.0281277786786003	0.003502039914723862	0.003316409636566387	2.3429958780149978
rbest_cp_native	trial_7_total	-1.555220526023745	-1.5909844343098132	0.03739180168038128	0.004550538789588435	0.9494587078036597
rbest_cp_native	trial_8_total	-1.0225198835275373	-1.0279254189230251	0.003210582405055488	0.002751422375911833	1.2784308771103603
rbest_ncp_native	population_mean	-1.1027416024678596	-1.1027416024678596	0.003250205071870694	0.003250205071870694	0.0
rbest_ncp_native	between_trial_sd	0.38142224534326635	0.38142224534326635	0.00404788995480223	0.00404788995480223	0.0
rbest_ncp_native	trial_1_total	-1.233626020067681	-1.233626020067681	0.0019351469428597777	0.0019351469428597777	0.0
rbest_ncp_native	trial_2_total	-1.0528132323613693	-1.0528132323613693	0.002355026728885571	0.002355026728885571	0.0
rbest_ncp_native	trial_3_total	-0.7919474009524416	-0.7919474009524416	0.003486939302245214	0.003486939302245214	0.0
rbest_ncp_native	trial_4_total	-1.1612318542776192	-1.1612318542776192	0.002595638854021997	0.002595638854021997	0.0
rbest_ncp_native	trial_5_total	-0.9959567246359183	-0.9959567246359183	0.0016467022021930226	0.0016467022021930226	0.0
rbest_ncp_native	trial_6_total	-1.0281277786786003	-1.0281277786786003	0.003316409636566387	0.003316409636566387	0.0
rbest_ncp_native	trial_7_total	-1.5909844343098132	-1.5909844343098132	0.004550538789588435	0.004550538789588435	0.0
rbest_ncp_native	trial_8_total	-1.0279254189230251	-1.0279254189230251	0.002751422375911833	0.002751422375911833	0.0
s2z_cp_native	population_mean	-1.1063269995101908	-1.1027416024678596	0.0017658649837900683	0.003250205071870694	0.9693055131920681
s2z_cp_native	between_trial_sd	0.38747177181170844	0.38142224534326635	0.0037291189719739293	0.00404788995480223	1.099155812796358
s2z_cp_native	trial_1_total	-1.2382875322378357	-1.233626020067681	0.0018529213289314034	0.0019351469428597777	1.7398897643579676
s2z_cp_native	trial_2_total	-1.0548608318563812	-1.0528132323613693	0.0024689290651572567	0.002355026728885571	0.6001166310814002
s2z_cp_native	trial_3_total	-0.786594933655798	-0.7919474009524416	0.0037129104407437313	0.003486939302245214	1.050828374847123
s2z_cp_native	trial_4_total	-1.1590822119332151	-1.1612318542776192	0.0025821737108333684	0.002595638854021997	0.5871288386707141
s2z_cp_native	trial_5_total	-0.9959778992566202	-0.9959567246359183	0.0016456155537509318	0.0016467022021930226	0.009095547988798794
s2z_cp_native	trial_6_total	-1.0267589616298345	-1.0281277786786003	0.003476503008421438	0.003316409636566387	0.2848943233329863
s2z_cp_native	trial_7_total	-1.5938555995026054	-1.5909844343098132	0.004847754040154581	0.004550538789588435	0.43182436677738273
s2z_cp_native	trial_8_total	-1.0329879537735436	-1.0279254189230251	0.0028432719560728833	0.002751422375911833	1.279523129815704
s2z_ncp_native	population_mean	-1.1011590198661565	-1.1027416024678596	0.002159268541460066	0.003250205071870694	0.405573500961862
s2z_ncp_native	between_trial_sd	0.3786257581759314	0.38142224534326635	0.0036812068921661207	0.00404788995480223	0.5111058925156504
s2z_ncp_native	trial_1_total	-1.2305799161978777	-1.233626020067681	0.0018279114217867314	0.0019351469428597777	1.1443068138041557
s2z_ncp_native	trial_2_total	-1.0486743616400662	-1.0528132323613693	0.00261314269480137	0.002355026728885571	1.1765628319254733
s2z_ncp_native	trial_3_total	-0.7941653313235605	-0.7919474009524416	0.0031939303245739382	0.003486939302245214	0.46904296215410435
s2z_ncp_native	trial_4_total	-1.1541029062744725	-1.1612318542776192	0.0027291801777859226	0.002595638854021997	1.8927752951647745
s2z_ncp_native	trial_5_total	-0.9943021157285621	-0.9959567246359183	0.001653819295800363	0.0016467022021930226	0.7089682398301309
s2z_ncp_native	trial_6_total	-1.0194132732146417	-1.0281277786786003	0.00353152241486112	0.003316409636566387	1.7988052002377954
s2z_ncp_native	trial_7_total	-1.588260652514274	-1.5909844343098132	0.004393973579204472	0.004550538789588435	0.43059017874670336
s2z_ncp_native	trial_8_total	-1.0235999502561832	-1.0279254189230251	0.002695181019670713	0.002751422375911833	1.1230504432729989
stan_cp_native	population_mean	-1.1152108982402027	-1.1027416024678596	0.003359053485161223	0.003250205071870694	2.667751012430236
stan_cp_native	between_trial_sd	0.36330506020951464	0.38142224534326635	0.020763804195602812	0.00404788995480223	0.8564145228250567
stan_cp_native	trial_1_total	-1.2289344092641505	-1.233626020067681	0.004536296590576861	0.0019351469428597777	0.9512953368065066
stan_cp_native	trial_2_total	-1.068856604001265	-1.0528132323613693	0.007334154719916628	0.002355026728885571	2.082747383111825
stan_cp_native	trial_3_total	-0.819967150305281	-0.7919474009524416	0.024175837425441427	0.003486939302245214	1.1471276637309833
stan_cp_native	trial_4_total	-1.1661149378877134	-1.1612318542776192	0.003015327986018681	0.002595638854021997	1.2273260702180364
stan_cp_native	trial_5_total	-1.0108264210222695	-0.9959567246359183	0.0115585826368569	0.0016467022021930226	1.2736037296236495
stan_cp_native	trial_6_total	-1.0374356106755271	-1.0281277786786003	0.00435244145769565	0.003316409636566387	1.7010058827586116
stan_cp_native	trial_7_total	-1.571401765036972	-1.5909844343098132	0.028896816930741222	0.004550538789588435	0.6694260979363006
stan_cp_native	trial_8_total	-1.0417326055421352	-1.0279254189230251	0.004511719683750739	0.002751422375911833	2.612770703175557
