parameter	mean	sd	bulk_ess	tail_ess	split_rhat
log_tau_intercept	4.543959790463179	0.07358947501566178	4.430154490487134	5.78463579658553	2.156227057673532
log_tau_load	8.630202283066103	0.009928413485517738	4.430154490487134	5.78463579658553	2.156227057673532
log_sigma_intercept	10.718445490214718	0.017983197153648642	4.430154490487134	NaN	2.156227057673532
log_sigma_subj_slope	0.32895469940664346	0.0017903328490446759	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[701]	194976.3172108163	9965.282940016112	4.430154490487134	NaN	2.156227057673532
total_intercept[702]	152240.0204419576	8007.431157455401	4.430154490487134	NaN	2.156227057673532
total_intercept[703]	268090.33469487657	12559.493254777877	4.430154490487134	NaN	2.156227057673532
total_intercept[704]	390275.5053283236	13619.128451712082	5.68395527439132	NaN	1.4213376384885086
total_intercept[705]	450906.30910603	6232.76730776379	4.43212469941737	5.78463579658553	2.1540656395881177
total_intercept[706]	432521.69809443265	18567.1459961493	4.43204757880226	5.78463579658553	2.1542860446552874
total_intercept[707]	419220.167081067	31864.78813196569	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[708]	412355.8029098356	29949.844045886915	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[709]	410366.77402433514	29285.047795498416	4.430154423550103	5.78463579658553	2.156227057673532
total_intercept[710]	405181.9382332958	47031.797547419344	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[711]	409587.64615207724	29121.857765854973	4.583596161873519	5.78463579658553	2.1647863946245973
total_intercept[712]	409120.8628338151	28832.91161414895	5.290209553687126	5.78463579658553	1.7801141263826452
total_intercept[713]	370847.5228295566	32798.428199940194	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[714]	409084.6354378771	28942.346567978573	4.430214713702635	5.78463579658553	2.1561975761357863
total_intercept[715]	543400.3993301985	65092.51400395237	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[716]	318507.8817725761	12572.1556900811	4.430154490487134	NaN	2.156227057673532
total_intercept[717]	639215.5026059297	78736.42199664169	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[718]	372343.23504219815	42666.43884036951	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[719]	703539.7369014425	101996.39129460909	4.430154490487134	5.78463579658553	2.156227057673532
total_intercept[720]	466342.141466774	64929.57619052288	4.430154490487134	5.78463579658553	2.156227057673532
total_load[701]	129.38440940843608	1.333403204764726	4.6550443286383265	5.78463579658553	2.074724743879239
total_load[702]	336.9333760388841	1.0621384671136436	8.120607107673187	13.216054119876977	1.157675388291516
total_load[703]	-9.266081744737404	1.5532487562843453	4.551008709111867	5.78463579658553	2.0719878323059313
total_load[704]	23.49951551954267	3.4317810493660055	10.13215974706193	6.123704859031478	1.4810396148667082
total_load[705]	-173.82157656168914	4.589114454413928	4.429436961906255	5.78463579658553	2.156401193864295
total_load[706]	90.18610444713416	0.7320147292210624	5.305403045042249	10.382227915033932	1.784248590766183
total_load[707]	-1714.7251151709695	26.376626609182846	4.656956837877232	14.491230494967933	1.8652429136385151
total_load[708]	-1509.219905657649	0.5009270902517282	7.095322809264236	6.293427497699754	1.503226628341501
total_load[709]	-211316.5094583493	2088.7344909056756	4.430154490487134	NaN	2.156227057673532
total_load[710]	-406832.4394588568	12314.534338055195	4.430154490487134	NaN	2.156227057673532
total_load[711]	-457807.0381787379	4907.545681542342	4.430154490487134	NaN	2.156227057673532
total_load[712]	-6572.952186647282	34.81309615866347	4.703294080411704	NaN	2.146339736412969
total_load[713]	-935305.9633289783	10617.466094298308	4.430154490487134	NaN	2.156227057673532
total_load[714]	-455.98191427399837	0.9497041809234787	6.3818911325056575	16.9724688282421	1.3441740331722896
total_load[715]	-180.51670465277186	1.8041481147874996	8.057913052056902	15.651418615727529	1.1899599968731445
total_load[716]	-161707.51196685343	6428.262216594847	4.485736438929848	NaN	2.0669897779339803
total_load[717]	-218805.9371016652	2279.1796432087344	4.430119776478165	NaN	2.1562445373719674
total_load[718]	-47698.253784090775	412.3013569138058	4.82383735633101	NaN	1.6874013617385653
total_load[719]	-146589.90801129933	1373.1883052966236	4.442632055476109	NaN	2.156089820242046
total_load[720]	-571253.2318863249	6337.771482696269	4.430154490487134	NaN	2.156227057673532
