coordinate	candidate	native_loss	expected_loss	error
22	0.2	-0.5372472085962179	-0.537247208596218	1.1102230246251565e-16
22	0.3	-0.5529390642311678	-0.552939064231168	2.220446049250313e-16
22	0.4	-0.5669942678211708	-0.5669942678211707	1.1102230246251565e-16
22	0.5	-0.5791872401263107	-0.5791872401263115	7.771561172376096e-16
22	0.6	-0.5893149167892164	-0.5893149167892173	8.881784197001252e-16
22	0.7	-0.5972051932886792	-0.5972051932886783	8.881784197001252e-16
22	0.8	-0.6027244294489288	-0.6027244294489292	4.440892098500626e-16
22	0.9	-0.6057833612448387	-0.6057833612448384	2.220446049250313e-16
22	1.0	-0.6063408820078198	-0.6063408820078192	5.551115123125783e-16
23	0.0	-0.4386340038075527	-0.43863400380755274	5.551115123125783e-17
23	0.1	-0.4520997897896883	-0.45209978978968834	5.551115123125783e-17
23	0.2	-0.464788725937243	-0.46478872593724263	3.885780586188048e-16
23	0.3	-0.4765592988026761	-0.476559298802676	1.1102230246251565e-16
23	0.4	-0.48727117487697086	-0.48727117487696997	8.881784197001252e-16
23	0.5	-0.49678848543233506	-0.49678848543233506	0.0
23	0.6	-0.5049833566849864	-0.5049833566849865	1.1102230246251565e-16
23	0.7	-0.5117395374437222	-0.511739537443722	2.220446049250313e-16
23	0.8	-0.5169559463472446	-0.5169559463472452	5.551115123125783e-16
23	0.9	-0.5205499429210766	-0.5205499429210765	1.1102230246251565e-16
23	1.0	-0.5224601253033289	-0.5224601253033295	6.661338147750939e-16
24	0.0	-0.380253016743475	-0.380253016743475	0.0
24	0.1	-0.4037647284943297	-0.40376472849432954	1.6653345369377348e-16
24	0.2	-0.4281123267863738	-0.42811232678637334	4.440892098500626e-16
24	0.3	-0.45282965908358624	-0.45282965908358636	1.1102230246251565e-16
24	0.4	-0.47721908355610176	-0.4772190835561014	3.885780586188048e-16
24	0.5	-0.500321836355519	-0.5003218363555186	3.3306690738754696e-16
24	0.6	-0.5209331102265796	-0.5209331102265793	3.3306690738754696e-16
24	0.7	-0.5376922777391695	-0.5376922777391699	4.440892098500626e-16
24	0.8	-0.5492646835196174	-0.5492646835196179	4.440892098500626e-16
24	0.9	-0.554592258331751	-0.5545922583317512	2.220446049250313e-16
24	1.0	-0.553138593324466	-0.5531385933244667	6.661338147750939e-16
25	0.0	-0.49848166676651523	-0.4984816667665158	5.551115123125783e-16
25	0.1	-0.5183402010308854	-0.5183402010308857	3.3306690738754696e-16
