coordinate	candidate	native_loss	expected_loss	error
34	0.8	-0.5795726787264686	-0.5795726787264684	1.1102230246251565e-16
34	0.9	-0.5823350451193181	-0.582335045119318	1.1102230246251565e-16
34	1.0	-0.5826591864806239	-0.5826591864806234	4.440892098500626e-16
35	0.0	-0.5364851241310935	-0.5364851241310931	4.440892098500626e-16
35	0.1	-0.5492034195785447	-0.5492034195785455	7.771561172376096e-16
35	0.2	-0.5608387180685328	-0.5608387180685327	1.1102230246251565e-16
35	0.3	-0.5712971050222739	-0.5712971050222742	2.220446049250313e-16
35	0.4	-0.5804934059302063	-0.5804934059302064	1.1102230246251565e-16
35	0.5	-0.5883525491267277	-0.5883525491267279	1.1102230246251565e-16
35	0.6	-0.5948107623283404	-0.5948107623283402	2.220446049250313e-16
35	0.7	-0.5998165711249969	-0.5998165711249962	6.661338147750939e-16
35	0.8	-0.6033315738048659	-0.6033315738048654	5.551115123125783e-16
35	0.9	-0.6053309740629643	-0.6053309740629642	1.1102230246251565e-16
35	1.0	-0.6058038609213068	-0.6058038609213071	3.3306690738754696e-16
36	0.0	-0.5507719189168853	-0.5507719189168849	3.3306690738754696e-16
36	0.1	-0.5622519714443909	-0.5622519714443911	2.220446049250313e-16
36	0.2	-0.5727764067525253	-0.5727764067525247	5.551115123125783e-16
36	0.3	-0.5822748734265231	-0.5822748734265228	2.220446049250313e-16
36	0.4	-0.5906829760761406	-0.5906829760761408	2.220446049250313e-16
36	0.5	-0.5979430199027912	-0.5979430199027922	9.992007221626409e-16
36	0.6	-0.6040046769285685	-0.6040046769285686	1.1102230246251565e-16
36	0.7	-0.6088255648238239	-0.6088255648238244	5.551115123125783e-16
36	0.8	-0.6123717311286696	-0.6123717311286695	1.1102230246251565e-16
36	0.9	-0.6146180374640711	-0.6146180374640713	2.220446049250313e-16
36	1.0	-0.6155484400109764	-0.6155484400109769	4.440892098500626e-16
37	0.0	-0.5195305729784159	-0.5195305729784158	1.1102230246251565e-16
37	0.1	-0.5481353420952367	-0.5481353420952365	2.220446049250313e-16
37	0.2	-0.5749300141356852	-0.5749300141356853	1.1102230246251565e-16
37	0.3	-0.5985851814018635	-0.5985851814018641	6.661338147750939e-16
37	0.4	-0.6176833943601512	-0.6176833943601511	1.1102230246251565e-16
37	0.5	-0.6309197687322798	-0.6309197687322798	0.0
37	0.6	-0.6373409879942765	-0.6373409879942757	7.771561172376096e-16
37	0.7	-0.6365470973333679	-0.6365470973333675	4.440892098500626e-16
37	0.8	-0.6287765795541106	-0.6287765795541103	3.3306690738754696e-16
37	0.9	-0.6148389853060641	-0.6148389853060636	4.440892098500626e-16
37	1.0	-0.5959267452804201	-0.5959267452804203	2.220446049250313e-16
38	0.0	-0.49999174986584927	-0.4999917498658499	6.106226635438361e-16
38	0.1	-0.5312869085810518	-0.5312869085810515	2.220446049250313e-16
38	0.2	-0.5607957186670832	-0.5607957186670824	7.771561172376096e-16
38	0.3	-0.5869354606453534	-0.5869354606453536	2.220446049250313e-16
38	0.4	-0.6079496920176355	-0.6079496920176349	5.551115123125783e-16
38	0.5	-0.6221661135186668	-0.6221661135186672	4.440892098500626e-16
38	0.6	-0.6283328048301902	-0.6283328048301898	3.3306690738754696e-16
38	0.7	-0.625920839165187	-0.6259208391651871	1.1102230246251565e-16
38	0.8	-0.6152606748730285	-0.6152606748730285	0.0
38	0.9	-0.5974459066333498	-0.5974459066333502	3.3306690738754696e-16
38	1.0	-0.5740538059680661	-0.5740538059680663	2.220446049250313e-16
39	0.0	-0.5779855195938474	-0.5779855195938473	1.1102230246251565e-16
39	0.1	-0.5879478971225782	-0.5879478971225779	3.3306690738754696e-16
39	0.2	-0.5966985206509715	-0.5966985206509716	1.1102230246251565e-16
39	0.3	-0.6041608416776103	-0.6041608416776102	1.1102230246251565e-16
39	0.4	-0.6102679037543478	-0.6102679037543483	4.440892098500626e-16
39	0.5	-0.6149635029308343	-0.6149635029308343	0.0
39	0.6	-0.6182031778096996	-0.6182031778096997	1.1102230246251565e-16
39	0.7	-0.6199549998362622	-0.619954999836263	7.771561172376096e-16
39	0.8	-0.6202001405355888	-0.6202001405355884	4.440892098500626e-16
39	0.9	-0.6189331995742485	-0.6189331995742486	1.1102230246251565e-16
39	1.0	-0.616162285376549	-0.6161622853765494	3.3306690738754696e-16
40	0.0	-0.5991222905175289	-0.5991222905175294	5.551115123125783e-16
40	0.1	-0.6151739387544006	-0.6151739387543994	1.2212453270876722e-15
40	0.2	-0.6291284125197901	-0.6291284125197901	0.0
40	0.3	-0.6405928564107867	-0.6405928564107868	1.1102230246251565e-16
40	0.4	-0.6492084606987087	-0.649208460698708	7.771561172376096e-16
40	0.5	-0.6546765230198088	-0.6546765230198082	6.661338147750939e-16
40	0.6	-0.6567828606636634	-0.6567828606636642	7.771561172376096e-16
40	0.7	-0.655416937421308	-0.6554169374213088	7.771561172376096e-16
40	0.8	-0.6505825118004288	-0.6505825118004291	3.3306690738754696e-16
40	0.9	-0.6423978957957952	-0.642397895795796	7.771561172376096e-16
40	1.0	-0.6310857426730817	-0.6310857426730823	5.551115123125783e-16
