arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	fit_seconds	compile_seconds
scaled_total	2000	98.87039931613431	log_tau_intercept	155.12928809539778	1.0076086797230281	0	0.0	81728	87654	87776	1.2097494043184014	1.126394450830914	14.424057586953586	32.631106787	31.884835126
