row	column	points	visible	marginal_mass	xlow	xhigh	ylow	yhigh
1	1	10000	9512	0.975	0.14635160669342512	0.4059204823121608	-2.367209437255665	-1.4984578654786902
2	1	10000	9512	0.975	1.0309675382725123	4.531173967738242	-2.367209437255665	-1.4984578654786902
3	1	10000	9505	0.975	0.14635160669342512	0.4059204823121608	-1.4639378991589687	-0.012404955181948224
4	1	10000	9515	0.975	1.0309675382725123	4.531173967738242	-1.4639378991589687	-0.012404955181948224
5	1	10000	9577	0.975	0.14635160669342512	0.4059204823121608	-0.033210927326251395	0.09696123062676562
6	1	10000	9503	0.975	1.0309675382725123	4.531173967738242	-0.033210927326251395	0.09696123062676562
7	1	10000	9587	0.975	0.14635160669342512	0.4059204823121608	-0.06830999479849467	0.030012707944704974
8	1	10000	9508	0.975	1.0309675382725123	4.531173967738242	-0.06830999479849467	0.030012707944704974
1	2	10000	9509	0.975	0.15076349009536155	0.4043635371592947	-2.2559128862545434	-1.4149141250182895
2	2	10000	9510	0.975	1.0385866804157409	4.326920430795908	-2.2559128862545434	-1.4149141250182895
3	2	10000	9508	0.975	0.15076349009536155	0.4043635371592947	-1.4742320261706248	-0.008685419435457012
4	2	10000	9509	0.975	1.0385866804157409	4.326920430795908	-1.4742320261706248	-0.008685419435457012
5	2	10000	9502	0.975	0.15076349009536155	0.4043635371592947	-2.1339658937595396	2.3492113523301676
6	2	10000	9505	0.975	1.0385866804157409	4.326920430795908	-2.1339658937595396	2.3492113523301676
7	2	10000	9503	0.975	0.15076349009536155	0.4043635371592947	-2.2872788794706067	2.288683686159346
8	2	10000	9507	0.975	1.0385866804157409	4.326920430795908	-2.2872788794706067	2.288683686159346
1	3	10000	9506	0.975	0.14701643844073864	0.40672635247044964	-2.247335759991138	-1.4103796635308081
2	3	10000	9510	0.975	1.0398301201038196	4.44128767231962	-2.247335759991138	-1.4103796635308081
3	3	10000	9503	0.975	0.14701643844073864	0.40672635247044964	-1.4677089417180063	-0.051052273865513954
4	3	10000	9520	0.975	1.0398301201038196	4.44128767231962	-1.4677089417180063	-0.051052273865513954
5	3	10000	9504	0.975	0.14701643844073864	0.40672635247044964	-2.203864182675927	2.308800584788645
6	3	10000	9508	0.975	1.0398301201038196	4.44128767231962	-2.203864182675927	2.308800584788645
7	3	10000	9507	0.975	0.14701643844073864	0.40672635247044964	-2.2906317380994725	2.2261210700591123
8	3	10000	9511	0.975	1.0398301201038196	4.44128767231962	-2.2906317380994725	2.2261210700591123
