row	column	points	visible	marginal_mass	xlow	xhigh	ylow	yhigh
1	1	10000	9512	0.975	0.14635160669342512	0.4059204823121608	-2.367209437255665	-1.4984578654786902
2	1	10000	9512	0.975	1.0309675382725123	4.531173967738242	-2.367209437255665	-1.4984578654786902
3	1	10000	9505	0.975	0.14635160669342512	0.4059204823121608	-1.4639378991589687	-0.012404955181948224
4	1	10000	9515	0.975	1.0309675382725123	4.531173967738242	-1.4639378991589687	-0.012404955181948224
5	1	10000	9577	0.975	0.14635160669342512	0.4059204823121608	-0.033210927326251395	0.09696123062676562
6	1	10000	9503	0.975	1.0309675382725123	4.531173967738242	-0.033210927326251395	0.09696123062676562
7	1	10000	9587	0.975	0.14635160669342512	0.4059204823121608	-0.06830999479849467	0.030012707944704974
8	1	10000	9508	0.975	1.0309675382725123	4.531173967738242	-0.06830999479849467	0.030012707944704974
1	2	10000	9506	0.975	0.1514037729813116	0.4086583782720981	-2.2864962403852216	-1.453712392171032
2	2	10000	9506	0.975	1.0312075111157966	4.486051536608996	-2.2864962403852216	-1.453712392171032
3	2	10000	9508	0.975	0.1514037729813116	0.4086583782720981	-1.4755400339022522	-0.036125509760846705
4	2	10000	9509	0.975	1.0312075111157966	4.486051536608996	-1.4755400339022522	-0.036125509760846705
5	2	10000	9504	0.975	0.1514037729813116	0.4086583782720981	-2.171253408361899	2.2734610010825906
6	2	10000	9502	0.975	1.0312075111157966	4.486051536608996	-2.171253408361899	2.2734610010825906
7	2	10000	9507	0.975	0.1514037729813116	0.4086583782720981	-2.2784871186414595	2.2872272641462814
8	2	10000	9506	0.975	1.0312075111157966	4.486051536608996	-2.2784871186414595	2.2872272641462814
1	3	10000	9509	0.975	0.15223840291246762	0.4031382731421231	-2.2930167597771054	-1.458703525974621
2	3	10000	9510	0.975	1.0322765733286836	4.5250906304553284	-2.2930167597771054	-1.458703525974621
3	3	10000	9508	0.975	0.15223840291246762	0.4031382731421231	-1.4671024018824772	-0.009757569769079339
4	3	10000	9513	0.975	1.0322765733286836	4.5250906304553284	-1.4671024018824772	-0.009757569769079339
5	3	10000	9505	0.975	0.15223840291246762	0.4031382731421231	-2.0149212064551456	2.1437010864730133
6	3	10000	9505	0.975	1.0322765733286836	4.5250906304553284	-2.0149212064551456	2.1437010864730133
7	3	10000	9509	0.975	0.15223840291246762	0.4031382731421231	-2.2788238235770386	2.1923835093109076
8	3	10000	9508	0.975	1.0322765733286836	4.5250906304553284	-2.2788238235770386	2.1923835093109076
