row	column	points	visible	marginal_mass	xlow	xhigh	ylow	yhigh
1	1	10000	9502	0.975	0.09766187669243595	0.22689721886983835	-0.6310743834569387	-0.2167035845135434
2	1	10000	9505	0.975	0.5408339211930677	1.759441948479798	-0.6310743834569387	-0.2167035845135434
3	1	10000	9510	0.975	0.09766187669243595	0.22689721886983835	-0.7163064524966559	-0.10244890164618208
4	1	10000	9524	0.975	0.5408339211930677	1.759441948479798	-0.7163064524966559	-0.10244890164618208
5	1	10000	9523	0.975	0.09766187669243595	0.22689721886983835	-0.0503724805897221	0.12406013268248021
6	1	10000	9501	0.975	0.5408339211930677	1.759441948479798	-0.0503724805897221	0.12406013268248021
7	1	10000	9528	0.975	0.09766187669243595	0.22689721886983835	-0.041836048683708035	0.11165517107686507
8	1	10000	9502	0.975	0.5408339211930677	1.759441948479798	-0.041836048683708035	0.11165517107686507
1	2	10000	9560	0.975	0.09766187669243595	0.22689721886983835	-1.5805126029954712	-0.24412113178886968
2	2	10000	9586	0.975	0.5408339211930677	1.759441948479798	-1.5805126029954712	-0.24412113178886968
3	2	10000	9534	0.975	0.09766187669243595	0.22689721886983835	-1.6455805284385958	-0.13832872692518447
4	2	10000	9551	0.975	0.5408339211930677	1.759441948479798	-1.6455805284385958	-0.13832872692518447
5	2	10000	9513	0.975	0.09766187669243595	0.22689721886983835	-1.3462408043145457	2.4304783217695234
6	2	10000	9511	0.975	0.5408339211930677	1.759441948479798	-1.3462408043145457	2.4304783217695234
7	2	10000	9504	0.975	0.09766187669243595	0.22689721886983835	-1.355254245983913	2.5593401851007647
8	2	10000	9505	0.975	0.5408339211930677	1.759441948479798	-1.355254245983913	2.5593401851007647
