changed_controls	halo_physical_error	halo_gradient_error	active_physical_error	source_left_unchanged	physical_logdensity_before	physical_logdensity_after	physical_logdensity_after_correct_transport
40	2.7284841053187847e-12	2.844168800430859e-13	1.8189894035458565e-12	false	-16941.357214650718	-16941.357214650718	-16941.357214650718
