parameter	mean	sd	bulk_ess	tail_ess	split_rhat
log_tau_intercept	7.808849172872479	0.1584657098435735	4292.7911941230395	1346.4750278310903	1.000263044821637
log_tau_load	4.100318449112467	0.21600068647278664	1852.2954197787692	1163.829129822801	0.9995376428940418
log_sigma_intercept	6.051499053480269	0.014646453431724302	3973.575300940562	1411.2013654191876	0.9998956470913644
log_sigma_subj_slope	0.07817919268974077	0.0028252606396063987	5109.964593435699	1453.1962725268666	0.9997623750585201
total_intercept[701]	616.3681813945484	52.24548340652105	1849.7223607561825	1717.1160249823918	0.9996180551524386
total_intercept[702]	1552.5828311068506	35.35739688133145	2519.5120681985377	1641.9373311034817	0.999512041297423
total_intercept[703]	1834.7736726721066	35.87249195877679	2430.184033680352	1171.6592172284356	1.0007872620605747
total_intercept[704]	4815.506257933552	41.85453206742261	1856.6536659398191	1489.0949061163903	1.0013897387197224
total_intercept[705]	4120.124805500692	45.46394490770339	2439.409546055257	1542.3390616803545	1.0005301713916226
total_intercept[706]	5511.760644234509	45.57646203274403	2398.205355828051	1541.1539620630322	0.9996859357547453
total_intercept[707]	5382.165090435392	51.07708694360414	2320.88191651847	1381.8508024741175	0.9996872134157804
total_intercept[708]	5019.969720774498	53.43875201458445	2439.4872908566194	1785.4387493101208	1.000188167210476
total_intercept[709]	4326.28021514072	59.00414301495313	1513.5911113038767	1474.07344691191	0.9997946211004292
total_intercept[710]	5655.32372790161	61.45414750061325	2062.9854478127763	1229.0365804746318	1.0008969156480212
total_intercept[711]	3735.162979960559	67.94643154622848	2153.582203413978	1410.378769564615	1.0014261792086905
total_intercept[712]	6562.5799965184315	75.82540019738974	2446.968119065229	1543.7132626377916	1.0006565953152184
total_intercept[713]	9356.957190545152	75.56255583384647	2777.8477128722493	1659.7708748972454	1.000905704186402
total_intercept[714]	5616.728275608403	80.96682971061684	3022.4382182218847	1784.4539765346976	0.9997540830180363
total_intercept[715]	6385.5014550988935	88.62777818471467	2809.628091088077	1337.0032476279603	1.0012962370112082
total_intercept[716]	6232.94687284706	128.22565782682221	2351.4902385812547	1629.3969011531776	0.9999200371078931
total_intercept[717]	6955.010648380103	106.0177760948501	2689.379313848205	1644.1939294547647	1.0003855621265643
total_intercept[718]	6779.538976636625	115.40472075920177	2112.4709161622804	1478.93322282932	0.9997478376643522
total_intercept[719]	10153.68350853423	113.54842258330072	2557.141976776338	1526.5873932530294	0.9998667507548094
total_intercept[720]	8774.433383835256	119.90423678296641	2830.6439977678815	1629.7648432658873	0.999564450205711
total_load[701]	35.01146032195154	17.420021317065437	2206.1697361606307	1625.953012313756	0.9995165442967393
total_load[702]	23.07115568631712	11.556664986440618	2574.933370636903	1571.155658289909	1.000184417818661
total_load[703]	20.958241123547058	11.9645653771726	2806.1926759739927	1570.8219770515461	1.0000304685333168
total_load[704]	69.68859893565052	13.62101951912655	1855.59649336355	1714.293809696442	1.002484616012744
total_load[705]	37.52088031261551	15.188741659619284	2350.7944730767226	1616.4981483749107	1.0013082972535783
total_load[706]	52.6455553079043	14.966414591269295	2348.093614954399	1333.4292007657668	0.9995936469148147
total_load[707]	57.613199905577986	16.276367746749294	2201.0728623040795	1433.6401791574822	1.0004728877546287
total_load[708]	33.558361932014535	17.037522767313888	2116.8789015982334	1643.0868861513509	1.0004876884284728
total_load[709]	15.614724295613062	18.986937082526627	1571.0627908168012	1426.689260546211	0.9995663361994837
total_load[710]	-15.739472338669874	20.335466224316644	2251.2439946075547	1365.366037878697	0.999927958506575
total_load[711]	72.8887314599703	21.55307676653937	2145.0106540896295	1253.0577915400825	1.0026305190511864
total_load[712]	175.5270604498537	24.912453950849834	2398.743905837064	1457.2851081824122	1.0001995464559303
total_load[713]	46.15607386627917	24.131006314680622	2549.5826375857055	1550.7790679162724	1.0006613860728524
total_load[714]	56.158010707597064	25.992821651492505	2863.9899516232254	1481.1340173092287	1.0005358017185282
total_load[715]	17.05194367259829	27.935295164901277	2912.6623900496093	1599.1979130168606	1.0006212765003242
total_load[716]	24.98823613600198	38.51731675988509	2190.9160510144734	1688.0587503729573	0.9995218370733704
total_load[717]	151.7246079375273	33.521800485391864	2474.0385603574914	1233.5143978463225	1.0019819494778532
total_load[718]	170.2591161308122	36.07774102488191	2075.413559397086	1583.0726070086998	1.0007685734918281
total_load[719]	28.84270551329171	34.777975489119996	2958.7449153289735	1566.780773080649	0.999572616629762
total_load[720]	102.42714793772922	36.54989578886643	3037.6903034376064	1664.983990035338	1.000530405532764
