prior	arm	qoi	bulk_ess	mcse	mean	sd
Gaussian	brms NCP / Native Stan	total_load[718]	1681.6163480448233	0.8486775043150293	170.70170333907728	35.11691155448062
Gaussian	brms NCP / Native Stan	total_load[719]	1796.881776458435	0.8559546454309721	28.28870240184436	36.29098808786254
Gaussian	brms NCP / Native Stan	total_load[720]	2304.7598812233527	0.7817473952098255	102.3569516073422	37.451095012796756
Gaussian	brms NCP / WHMC	population_intercept_at_mean_load	74.49696772494585	51.962760156795596	5442.922935716378	446.3050913449199
Gaussian	brms NCP / WHMC	population_load	542.1722360457748	0.6525215303657894	59.0044546993009	15.279270542264587
Gaussian	brms NCP / WHMC	log_tau_intercept	142.04985843099809	0.012683194210680714	7.79863149065233	0.15763403164276035
Gaussian	brms NCP / WHMC	log_tau_load	460.87480303894426	0.010151451755421296	4.111207671463991	0.21703826315576003
Gaussian	brms NCP / WHMC	log_sigma_intercept	1758.9648775588355	0.00035260534565845333	6.051494169134143	0.014756966360621444
Gaussian	brms NCP / WHMC	log_sigma_subj_slope	2632.663336007037	5.5173891736945504e-5	0.07817435376450198	0.002830257730444974
Gaussian	brms NCP / WHMC	total_intercept[701]	1536.9720259451358	1.3384643034850137	613.135191443637	52.31761990419534
Gaussian	brms NCP / WHMC	total_intercept[702]	2463.034862771218	0.6736589816303474	1554.4517929641586	33.313423388686324
Gaussian	brms NCP / WHMC	total_intercept[703]	2012.8249190319764	0.8223619553338141	1834.5230205771975	36.96013394036159
Gaussian	brms NCP / WHMC	total_intercept[704]	1857.7539763040866	0.9369119890197057	4815.73222835187	40.66468070637211
Gaussian	brms NCP / WHMC	total_intercept[705]	2475.0442270375156	0.9459348134239167	4120.377613654992	46.97794494185163
Gaussian	brms NCP / WHMC	total_intercept[706]	1954.0832962968857	1.0803891658544196	5512.467970616476	47.57379393860294
Gaussian	brms NCP / WHMC	total_intercept[707]	2474.9469035706384	0.9924640403186584	5381.541705069411	49.353986070735985
Gaussian	brms NCP / WHMC	total_intercept[708]	2374.167067817297	1.093152003439742	5019.109547710407	53.17664179234662
Gaussian	brms NCP / WHMC	total_intercept[709]	2370.5693348136824	1.2373475639593319	4327.713640745371	60.21856797499035
Gaussian	brms NCP / WHMC	total_intercept[710]	2420.8067496498006	1.3246062968500667	5653.825057803762	65.18554490840917
Gaussian	brms NCP / WHMC	total_intercept[711]	1788.0159758778138	1.6841690586130835	3735.1870220602086	71.23829396114833
Gaussian	brms NCP / WHMC	total_intercept[712]	2213.8651005526845	1.6580054345441282	6561.949990260852	77.79541854918604
Gaussian	brms NCP / WHMC	total_intercept[713]	1802.1751148735068	1.8125036543021527	9354.854542892916	76.82572080786264
Gaussian	brms NCP / WHMC	total_intercept[714]	2089.4866528799316	1.7924027387431984	5618.186496780291	82.04038724971093
Gaussian	brms NCP / WHMC	total_intercept[715]	1373.4536389196326	2.463989264619094	6384.564010782527	90.36237590038718
Gaussian	brms NCP / WHMC	total_intercept[716]	1391.6002582870344	3.206160452155272	6227.735376302958	124.48893983128139
Gaussian	brms NCP / WHMC	total_intercept[717]	1856.0821603282202	2.3827070478743444	6955.21746937025	102.80455777658997
Gaussian	brms NCP / WHMC	total_intercept[718]	1137.4014845793201	3.3650370800964526	6779.471036256411	113.80965528673713
Gaussian	brms NCP / WHMC	total_intercept[719]	1190.5331856244495	3.5063263989504754	10161.236307244353	118.4690944932542
Gaussian	brms NCP / WHMC	total_intercept[720]	1783.9217724574567	2.872880125461677	8766.91102361881	121.54577863737329
Gaussian	brms NCP / WHMC	total_load[701]	1158.4366573720322	0.511081620290713	36.16157476968861	17.245540589079596
Gaussian	brms NCP / WHMC	total_load[702]	2631.156594139747	0.21534381996828975	22.551367825974424	11.07380379130133
Gaussian	brms NCP / WHMC	total_load[703]	1624.249624618046	0.3014517914795895	20.903967058975475	11.945071731438844
Gaussian	brms NCP / WHMC	total_load[704]	2010.114651463692	0.30345736247534455	69.78831847442945	13.53205514852142
Gaussian	brms NCP / WHMC	total_load[705]	2579.6129757554863	0.2956297571065447	37.523473741387946	15.048656697754483
