sampling_gradients	all_gradient_calls	warmup_and_initial_gradients	precursor_gradient_calls	workflow_gradient_calls	divergences	max_depth_hits	sampling_rows	warmup_rows
221396	262110	40714	0	262110	0	0	10000	2000
