prior	arm	scope	recovery_seeds	minimum	median	maximum
student_mixture	brms_ncp	original_physical46	1	0.35640555695147164	0.35640555695147164	0.35640555695147164
student_mixture	brms_ncp	original_physical_plus_raw_intercepts48	1	0.35640555695147164	0.35640555695147164	0.35640555695147164
student_mixture	brms_ncp	original_stan_ncp46	1	0.35640555695147164	0.35640555695147164	0.35640555695147164
student_mixture	scaled_total	original_physical46	20	0.7572207258870971	0.7572207258870971	0.7572207258870971
student_mixture	scaled_total	original_physical_plus_raw_intercepts48	20	0.7572207258870971	0.7572207258870971	0.7572207258870971
student_mixture	scaled_total	original_stan_ncp46	20	0.7572207258870971	0.7572207258870971	0.7572207258870971
student_mixture	partial	original_physical46	20	54.50300192849581	63.67808245928629	65.84853644275344
student_mixture	partial	original_physical_plus_raw_intercepts48	20	54.50300192849581	63.67808245928629	65.84853644275344
student_mixture	partial	original_stan_ncp46	20	54.50300192849581	63.607004132471545	68.50922421688608
