changed_controls	halo_physical_error	halo_gradient_error	active_physical_error	source_left_unchanged	physical_logdensity_before	physical_logdensity_after	physical_logdensity_after_correct_transport
40	2.7284841053187847e-12	2.5545175452499373e-13	3.552713678800501e-15	false	-16944.378049063387	-16944.378049063387	-16944.378049063387
