arm	parameter	mean	mcse	bulk_ess	mean_difference_mcse
ordinary_ncp_native	population_mean_intercept_at_mean_load	5598.152749834294	43.513262176850915	170.2980565072976	0.6672473604444065
ordinary_ncp_native	population_mean_load_slope	57.44481857847959	0.7922137342931653	401.42284325785033	2.0376535487921763
ordinary_ncp_native	mean_intercept_group_sd	2492.3635959713442	21.36398947128184	322.0528388715402	1.1605323694333038
ordinary_ncp_native	mean_slope_group_sd	61.927591353947314	0.5937789347999692	513.9001301901803	0.2405501626381202
ordinary_ncp_native	population_log_sigma_intercept	6.051822167617604	0.0002991330088587515	2509.4283387581327	1.2277665898182044
ordinary_ncp_native	population_log_sigma_subject_id_slope	0.07822335062400444	4.534684672562029e-5	3953.827855092968	0.2802020023371859
ordinary_ncp_native	subject_701_total_intercept	614.2834208120543	1.0081331764962276	2700.1073463819594	0.29875440430478845
ordinary_ncp_native	subject_702_total_intercept	1554.1019043221877	0.6758339004023817	2512.422776706568	0.17788245386799673
ordinary_ncp_native	subject_703_total_intercept	1834.9066671244232	0.6529686598105826	3115.242164133324	0.3616073101010974
ordinary_ncp_native	subject_704_total_intercept	4816.939967319209	0.7893330330913008	2730.7100734336236	1.6963183885015585
ordinary_ncp_native	subject_705_total_intercept	4119.062467739229	0.8315045028748825	3146.0804739177192	0.11358546483342674
ordinary_ncp_native	subject_706_total_intercept	5511.314456722131	0.9256861652724495	2561.9094782005523	0.7448750911659626
ordinary_ncp_native	subject_707_total_intercept	5385.121191054944	0.9970172763917565	2469.9753162426937	2.147506352918278
ordinary_ncp_native	subject_708_total_intercept	5019.839445246314	1.0816085427848343	2475.136085445872	0.8959256269811967
ordinary_ncp_native	subject_709_total_intercept	4324.007268137237	1.121000596886654	2751.9349239953704	0.0011527133961488053
ordinary_ncp_native	subject_710_total_intercept	5656.074753123396	1.204903338382326	2660.052088539316	0.33891286886307803
ordinary_ncp_native	subject_711_total_intercept	3732.8742842734428	1.2996652488762352	2640.8724449668757	1.5305436139623374
ordinary_ncp_native	subject_712_total_intercept	6561.744586196141	1.438388732831718	2685.3067153387165	0.5326546791300046
ordinary_ncp_native	subject_713_total_intercept	9358.058648476472	1.7109523209917032	2010.0596600592437	0.7166915849617583
ordinary_ncp_native	subject_714_total_intercept	5617.209449450707	1.7109019668220726	2276.855850506495	0.8279746277801929
ordinary_ncp_native	subject_715_total_intercept	6386.191060921456	1.917348165631214	2066.5662521155928	0.5630652509383945
ordinary_ncp_native	subject_716_total_intercept	6234.526707242123	2.8278465327811517	2065.119604989017	0.083917064956752
ordinary_ncp_native	subject_717_total_intercept	6953.755921692118	2.2553554368827164	2233.0604759607804	0.29201644927514026
ordinary_ncp_native	subject_718_total_intercept	6774.156251290822	2.9055110081391486	1603.9964928735699	0.7139302885389323
ordinary_ncp_native	subject_719_total_intercept	10160.368223102061	2.3452812069576257	2525.691966046216	0.016196620985690604
ordinary_ncp_native	subject_720_total_intercept	8771.451711116384	2.9214829710608066	1776.9865524077222	0.4243221803171803
ordinary_ncp_native	subject_701_total_load_slope	36.48367995326074	0.3070469943621317	3229.016955523093	1.8367092085312566
ordinary_ncp_native	subject_702_total_load_slope	22.792456855977093	0.1990593431459088	3235.673696248896	0.5957138364804468
ordinary_ncp_native	subject_703_total_load_slope	20.860692111822907	0.20407756434603141	3731.4474040358737	0.7332595557030068
ordinary_ncp_native	subject_704_total_load_slope	69.59336018946873	0.22898418254885333	3585.504975148045	0.9946475555322392
ordinary_ncp_native	subject_705_total_load_slope	37.817804543007426	0.24801030539335112	4010.820720657887	0.14526461590698617
ordinary_ncp_native	subject_706_total_load_slope	52.74970839515759	0.25646726974354556	3752.1495645762666	0.19579760780237274
ordinary_ncp_native	subject_707_total_load_slope	57.14490941074769	0.311178863185088	2804.861328718788	1.8460905385922461
ordinary_ncp_native	subject_708_total_load_slope	33.12129820393665	0.3165038148605611	3043.917942895188	1.8568233597663373
ordinary_ncp_native	subject_709_total_load_slope	15.414343286220099	0.3409348492096192	3079.6570806182367	0.25199820544772233
ordinary_ncp_native	subject_710_total_load_slope	-15.855754712701128	0.37321249076473423	3022.387576243674	0.36667878912544827
ordinary_ncp_native	subject_711_total_load_slope	73.30927510699662	0.38776919583258446	2945.7218050535303	1.844222763106015
ordinary_ncp_native	subject_712_total_load_slope	175.47540229848843	0.447601434897976	2887.826103028058	0.046826627096221554
ordinary_ncp_native	subject_713_total_load_slope	45.96242879938445	0.4730523751290477	2643.600375342495	0.5338866393613461
ordinary_ncp_native	subject_714_total_load_slope	55.824063653860314	0.545777083738007	2294.245865545189	1.213008737037743
ordinary_ncp_native	subject_715_total_load_slope	16.551870938998462	0.5794663459134752	2306.0863154721305	0.9811273849293775
ordinary_ncp_native	subject_716_total_load_slope	25.003090911865236	0.813943648185094	2120.8278415859854	0.03224695621583828
ordinary_ncp_native	subject_717_total_load_slope	152.29346589364658	0.706983189475484	2344.3718877168367	0.48521430716436836
ordinary_ncp_native	subject_718_total_load_slope	171.72729493494174	0.9364347140908278	1547.4359398072306	0.18060704954079623
ordinary_ncp_native	subject_719_total_load_slope	27.72952432520402	0.7347690325003795	2670.164756742771	0.03981542455119694
ordinary_ncp_native	subject_720_total_load_slope	103.43890273673375	0.8055155931078491	2191.343784718901	0.5644915614055896
ordinary_ncp_whmc	population_mean_intercept_at_mean_load	5638.9910650738	42.432854236131895	129.53312271536436	0.241897808410348
ordinary_ncp_whmc	population_mean_load_slope	58.46281568800384	0.661163712412412	536.4232174241685	1.0017352935464372
ordinary_ncp_whmc	mean_intercept_group_sd	2547.158813049632	43.80675574542203	83.74104966131779	0.6236786542660774
ordinary_ncp_whmc	mean_slope_group_sd	60.60801981019364	0.6428677816216598	436.0851940783442	2.0299293185811957
ordinary_ncp_whmc	population_log_sigma_intercept	6.051096673535706	0.00026085090707818245	3409.280964466746	0.6837674326025188
ordinary_ncp_whmc	population_log_sigma_subject_id_slope	0.07826013586507267	4.005211101166372e-5	4888.062996665305	0.3057280660593861
ordinary_ncp_whmc	subject_701_total_intercept	614.5732989556934	1.0679575641953152	2529.2385055555333	0.10061435828641845
ordinary_ncp_whmc	subject_702_total_intercept	1554.9440048304018	0.6804879261099146	2631.7724027128734	0.9660288976778413
ordinary_ncp_whmc	subject_703_total_intercept	1835.4698560925863	0.7359644994827689	2508.867188871734	0.8458143229062512
ordinary_ncp_whmc	subject_704_total_intercept	4816.185550432952	0.7800671329286977	2699.4020264551723	1.085561328971003
ordinary_ncp_whmc	subject_705_total_intercept	4118.830257909918	0.9688245481641888	2341.5283628459597	0.05644467832637837
ordinary_ncp_whmc	subject_706_total_intercept	5511.812933721297	0.9153516099259954	2531.5163610120558	1.096748855260698
ordinary_ncp_whmc	subject_707_total_intercept	5383.8201614029385	1.08460384209496	2225.06896478339	1.1816544556147552
ordinary_ncp_whmc	subject_708_total_intercept	5018.4233625304605	1.040606171061999	2540.3821023778933	0.04018479844389926
ordinary_ncp_whmc	subject_709_total_intercept	4326.837461749792	1.177951247993284	2333.379206309299	1.6944764414956497
ordinary_ncp_whmc	subject_710_total_intercept	5654.483962543418	1.274006411632612	2559.7599118522194	1.1778926871776343
ordinary_ncp_whmc	subject_711_total_intercept	3736.017973558548	1.4633409723764985	2196.7875203326385	0.24767001820190016
ordinary_ncp_whmc	subject_712_total_intercept	6562.732218027392	1.5346065146052768	2394.4036957736716	0.9188787523439738
ordinary_ncp_whmc	subject_713_total_intercept	9356.553825404582	1.6684957290082365	2022.3733908219094	0.02124925492180646
ordinary_ncp_whmc	subject_714_total_intercept	5618.414462184912	1.8098394157566398	2087.8499952277416	1.2810748379578374
