arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
s2z_ncp_native	2000	149.97339845151416	log_tau_intercept	262.2939349245891	1.0097906789754827	0	0.0	512896	771035	771035	0.29240508495194767	0.19450919666618788	4.030842817441387	0.29240508495194767	NaN	NaN
