package	version	tree_hash	source	git_sha
TaskLocalValues	0.1.3	67e469338d9ce74fc578f7db1736a74d93a49eb8	/home/n/.julia/packages/TaskLocalValues/KoeHh	
TensorCast	0.4.9	67606dd3e705cc852c032975a6454e7130fed92c	/home/n/.julia/packages/TensorCast/aGqAS	
TerminalLoggers	0.1.8	81c9b4137edfe56a56efcdcb35d721b2ce3e2416	/home/n/.julia/packages/TerminalLoggers/kv4j5	
Test	nothing	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/Test	
Tracy	0.1.6	73e3ff50fd3990874c59fef0f35d10644a1487bc	/home/n/.julia/packages/Tracy/tYwAE	
TransmuteDims	0.1.17	488b1a1effa8c0b97cd3335a7c1cbd23a3f2f6d3	/home/n/.julia/packages/TransmuteDims/1ynEo	
TreeArrays	0.1.0	nothing	/home/n/.local/state/kb-agents-worktrees/BayesianRegressionModels-docs-eight-schools/test/.bootstrap/treearrays-c317cc003fc4	c317cc003fc41c2d933c27dc80799141eebd434e
Treebars	0.1.0	nothing	/home/n/.local/state/kb-agents-worktrees/BayesianRegressionModels-docs-eight-schools/test/.bootstrap/treebars-c02aa16ab1b0	c02aa16ab1b08e4f5283597fe678a88e69555cd1
TupleTools	1.6.0	41e43b9dc950775eac654b9f845c839cd2f1821e	/home/n/.julia/packages/TupleTools/2iodI	
Turing	0.46.1	653ea28a8ffc069c46f2867fdf57b831ac25fe64	/home/n/.julia/packages/Turing/4sXd9	
UUIDs	nothing	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/UUIDs	
Unicode	nothing	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/Unicode	
WarmupHMC	0.2.1	nothing	/home/n/.local/state/kb-agents-worktrees/BayesianRegressionModels-docs-eight-schools/test/.bootstrap/warmuphmc-deeea1d128d5	deeea1d128d5235ad0ecb2fd911a6d881f1ac2c2
Zlib_jll	1.2.13+1	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/Zlib_jll	
libblastrampoline_jll	5.11.0+0	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/libblastrampoline_jll	
nghttp2_jll	1.52.0+1	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/nghttp2_jll	
p7zip_jll	17.6.1+0	nothing	/home/n/.julia/juliaup/julia-1.10.11+0.x64.linux.gnu/share/julia/stdlib/v1.10/p7zip_jll	
