school	centeredness	loss	admissible
8	0.01	-0.02834971061556421	true
8	0.02	-0.028443443814776852	true
8	0.03	-0.028265842565732054	true
8	0.04	-0.027825613034432733	true
8	0.05	-0.02713097532449908	true
8	0.06	-0.02618969491617526	true
8	0.07	-0.025009112217037242	true
8	0.08	-0.023596170281082296	true
8	0.09	-0.02195744076345224	true
8	0.1	-0.0200991481855518	true
8	0.11	-0.01802719259029245	true
8	0.12	-0.01574717067008745	true
8	0.13	-0.01326439545144327	true
8	0.14	-0.010583914619857665	true
8	0.15	-0.007710527567552097	true
8	0.16	-0.004648801244562323	true
8	0.17	-0.0014030848910960014	true
8	0.18	0.002022476273992102	true
8	0.19	0.005623928337136264	true
8	0.2	0.009397496878485623	true
8	0.21	0.013339576000586773	true
8	0.22	0.017446718136777284	true
8	0.23	0.021715624582429843	true
8	0.24	0.026143136695794794	true
8	0.25	0.030726227718688826	true
8	0.26	0.03546199517066517	true
8	0.27	0.04034765377352359	true
8	0.28	0.04538052886610566	true
8	0.29	0.050558050272223654	true
8	0.3	0.055877746587332994	true
8	0.31	0.061337239852124886	true
8	0.32	0.06693424058364278	true
8	0.33	0.07266654313678522	true
8	0.34	0.07853202137114895	true
8	0.35	0.08452862460013949	true
8	0.36	0.09065437380107216	true
8	0.37	0.0969073580666796	true
8	0.38	0.10328573127998864	true
8	0.39	0.1097877089959669	true
8	0.4	0.11641156551466347	true
8	0.41	0.12315563113178374	true
8	0.42	0.13001828955377026	true
8	0.43	0.13699797546548348	true
8	0.44	0.14409317223953572	true
8	0.45	0.15130240977719867	true
8	0.46	0.15862426247160916	true
8	0.47	0.16605734728473126	true
8	0.48	0.1736003219302083	true
8	0.49	0.18125188315486057	true
8	0.5	0.1890107651121472	true
8	0.51	0.1968757378214374	true
8	0.52	0.20484560570740645	true
8	0.53	0.21291920621431826	true
8	0.54	0.22109540849035064	true
8	0.55	0.2293731121374939	true
8	0.56	0.2377512460228811	true
8	0.57	0.24622876714773395	true
8	0.58	0.25480465957037535	true
8	0.59	0.2634779333800325	true
8	0.6	0.27224762371838923	true
8	0.61	0.28111278984606547	true
8	0.62	0.29007251425140784	true
8	0.63	0.2991259017991543	true
8	0.64	0.3082720789167157	true
8	0.65	0.31751019281596526	true
8	0.66	0.32683941074857537	true
8	0.67	0.33625891929307783	true
8	0.68	0.34576792367194187	true
8	0.69	0.35536564709707297	true
8	0.7	0.3650513301422562	true
8	0.71	0.3748242301411435	true
8	0.72	0.38468362060949	true
8	0.73	0.39462879069041823	true
8	0.74	0.4046590446215671	true
8	0.75	0.41477370122305324	true
8	0.76	0.4249720934052418	true
8	0.77	0.43525356769537615	true
8	0.78	0.44561748378217814	true
8	0.79	0.4560632140775853	true
8	0.8	0.4665901432948296	true
8	0.81	0.4771976680421226	true
8	0.82	0.4878851964312392	true
8	0.83	0.49865214770034183	true
8	0.84	0.5094979518504187	true
8	0.85	0.5204220492947466	true
8	0.86	0.5314238905208168	true
8	0.87	0.5425029357641992	true
8	0.88	0.5536586546938399	true
8	0.89	0.5648905261083189	true
8	0.9	0.5761980376426197	true
8	0.91	0.587580685484981	true
8	0.92	0.599037974103427	true
8	0.93	0.61056941598159	true
8	0.94	0.6221745313634618	true
8	0.95	0.633852848006722	true
8	0.96	0.6456039009443196	true
8	0.97	0.6574272322539815	true
8	0.98	0.669322390835361	true
8	0.99	0.6812889321945318	true
