panel	column	draw	log_group_sd	coordinate
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1457	-0.5523244945648969	0.6005150477097553
1: region 6 intercept, rho=0.99	1. CP	1458	-0.4540815291834879	0.6461975960515871
1: region 6 intercept, rho=0.99	2. NCP	1458	-0.4540815291834879	1.0175844001594214
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1458	-0.4540815291834879	0.648584878797607
1: region 6 intercept, rho=0.99	1. CP	1459	-0.23816240553866827	0.6720721384558885
1: region 6 intercept, rho=0.99	2. NCP	1459	-0.23816240553866827	0.8528025889183494
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1459	-0.23816240553866827	0.6732453792785263
1: region 6 intercept, rho=0.99	1. CP	1460	-0.5577579719665993	0.8901011795762653
1: region 6 intercept, rho=0.99	2. NCP	1460	-0.5577579719665993	1.554785873416047
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1460	-0.5577579719665993	0.8946432047071475
1: region 6 intercept, rho=0.99	1. CP	1461	-0.20695925751007074	0.5504647298874203
1: region 6 intercept, rho=0.99	2. NCP	1461	-0.20695925751007074	0.6770344395107637
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1461	-0.20695925751007074	0.5512534098884846
1: region 6 intercept, rho=0.99	1. CP	1462	-0.488113246809653	0.8636553863958956
1: region 6 intercept, rho=0.99	2. NCP	1462	-0.488113246809653	1.4071013366278189
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1462	-0.488113246809653	0.8673861695537457
1: region 6 intercept, rho=0.99	1. CP	1463	-0.3316162901282393	0.7374080428717132
1: region 6 intercept, rho=0.99	2. NCP	1463	-0.3316162901282393	1.0273702725117595
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1463	-0.3316162901282393	0.7393346060188721
1: region 6 intercept, rho=0.99	1. CP	1464	-0.5045956250768043	0.627268901924547
1: region 6 intercept, rho=0.99	2. NCP	1464	-0.5045956250768043	1.0389552755086586
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1464	-0.5045956250768043	0.6298905089407041
1: region 6 intercept, rho=0.99	1. CP	1465	-0.6618794759739747	0.673138554121369
1: region 6 intercept, rho=0.99	2. NCP	1465	-0.6618794759739747	1.304833414383703
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1465	-0.6618794759739747	0.6772964706611989
1: region 6 intercept, rho=0.99	1. CP	1466	0.06727148613719189	0.5820940485216515
1: region 6 intercept, rho=0.99	2. NCP	1466	0.06727148613719189	0.5442237916314404
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1466	0.06727148613719189	0.5818538485113989
1: region 6 intercept, rho=0.99	1. CP	1467	-0.46462551483020287	0.663708634323272
1: region 6 intercept, rho=0.99	2. NCP	1467	-0.46462551483020287	1.0562379436116722
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1467	-0.46462551483020287	0.6663520784625556
1: region 6 intercept, rho=0.99	1. CP	1468	-0.6426413360133509	0.6736006336977495
1: region 6 intercept, rho=0.99	2. NCP	1468	-0.6426413360133509	1.2808494116826656
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1468	-0.6426413360133509	0.6774900770868241
1: region 6 intercept, rho=0.99	1. CP	1469	-0.0649871398322541	0.710631971122502
1: region 6 intercept, rho=0.99	2. NCP	1469	-0.0649871398322541	0.7583475684596553
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1469	-0.0649871398322541	0.7109540722525962
1: region 6 intercept, rho=0.99	1. CP	1470	-0.794805468036748	0.7872880482842043
1: region 6 intercept, rho=0.99	2. NCP	1470	-0.794805468036748	1.7430638158049996
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1470	-0.794805468036748	0.7935981482862807
1: region 6 intercept, rho=0.99	1. CP	1471	0.23597921723196655	0.8622081187555052
1: region 6 intercept, rho=0.99	2. NCP	1471	0.23597921723196655	0.6809694613843484
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1471	0.23597921723196655	0.8609530150171216
1: region 6 intercept, rho=0.99	1. CP	1472	0.27745646395343476	0.7304396280348471
1: region 6 intercept, rho=0.99	2. NCP	1472	0.27745646395343476	0.5534603525308659
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1472	0.27745646395343476	0.7292578604101668
1: region 6 intercept, rho=0.99	1. CP	1473	-0.782403602244508	0.7090919436685571
1: region 6 intercept, rho=0.99	2. NCP	1473	-0.782403602244508	1.5505869275010888
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1473	-0.782403602244508	0.7146019563181591
1: region 6 intercept, rho=0.99	1. CP	1474	-0.2678709450262843	0.6409512385992119
1: region 6 intercept, rho=0.99	2. NCP	1474	-0.2678709450262843	0.8378376345803307
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1474	-0.2678709450262843	0.642228197567882
1: region 6 intercept, rho=0.99	1. CP	1475	-0.48907377713919675	0.7054925555149079
1: region 6 intercept, rho=0.99	2. NCP	1475	-0.48907377713919675	1.1505208090876948
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1475	-0.48907377713919675	0.7084705387506284
1: region 6 intercept, rho=0.99	1. CP	1476	-0.32275040819480544	0.6789742764590966
1: region 6 intercept, rho=0.99	2. NCP	1476	-0.32275040819480544	0.9376095933510721
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1476	-0.32275040819480544	0.6806637800165515
1: region 6 intercept, rho=0.99	1. CP	1477	-0.06866439066322645	0.78709734655292
1: region 6 intercept, rho=0.99	2. NCP	1477	-0.06866439066322645	0.8430416171006658
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1477	-0.06866439066322645	0.7874727799873074
1: region 6 intercept, rho=0.99	1. CP	1478	-0.8952591061801707	0.5777254253729946
1: region 6 intercept, rho=0.99	2. NCP	1478	-0.8952591061801707	1.414254504610542
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1478	-0.8952591061801707	0.5830793555841958
1: region 6 intercept, rho=0.99	1. CP	1479	-0.6203226799052501	0.5817348218875389
1: region 6 intercept, rho=0.99	2. NCP	1479	-0.6203226799052501	1.0817521767038993
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1479	-0.6203226799052501	0.5848801058663733
1: region 6 intercept, rho=0.99	1. CP	1480	-0.47541094177947407	0.599191667408745
1: region 6 intercept, rho=0.99	2. NCP	1480	-0.47541094177947407	0.9639047355580498
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1480	-0.47541094177947407	0.6015895024698785
1: region 6 intercept, rho=0.99	1. CP	1481	-0.7201422249028508	0.6914242571862408
1: region 6 intercept, rho=0.99	2. NCP	1481	-0.7201422249028508	1.4206869993105598
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1481	-0.7201422249028508	0.6961151339938959
1: region 6 intercept, rho=0.99	1. CP	1482	-0.2642202347308018	0.6907853034826285
1: region 6 intercept, rho=0.99	2. NCP	1482	-0.2642202347308018	0.8996891422336849
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1482	-0.2642202347308018	0.692193327572245
1: region 6 intercept, rho=0.99	1. CP	1483	-0.6831368299894537	0.8210019063645076
1: region 6 intercept, rho=0.99	2. NCP	1483	-0.6831368299894537	1.6256487753285362
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1483	-0.6831368299894537	0.8263426820900788
1: region 6 intercept, rho=0.99	1. CP	1484	-0.34773847373612277	0.6852544426074096
1: region 6 intercept, rho=0.99	2. NCP	1484	-0.34773847373612277	0.9702256682214463
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1484	-0.34773847373612277	0.6871711477429814
1: region 6 intercept, rho=0.99	1. CP	1485	-0.15582516233371962	0.6957493991739864
1: region 6 intercept, rho=0.99	2. NCP	1485	-0.15582516233371962	0.8130679612059835
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1485	-0.15582516233371962	0.6965146727185089
1: region 6 intercept, rho=0.99	1. CP	1486	-0.7862838318862043	0.7270606067283439
1: region 6 intercept, rho=0.99	2. NCP	1486	-0.7862838318862043	1.5960604790901562
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1486	-0.7862838318862043	0.7328267713790414
1: region 6 intercept, rho=0.99	1. CP	1487	-0.22067878651289724	0.615758976054418
1: region 6 intercept, rho=0.99	2. NCP	1487	-0.22067878651289724	0.7678039298205852
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1487	-0.22067878651289724	0.616773570228602
1: region 6 intercept, rho=0.99	1. CP	1488	-0.7034165311887617	0.6274596846443053
1: region 6 intercept, rho=0.99	2. NCP	1488	-0.7034165311887617	1.2678729750223898
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1488	-0.7034165311887617	0.6315483444948378
1: region 6 intercept, rho=0.99	1. CP	1489	-0.018361273097856998	0.7221241985791504
1: region 6 intercept, rho=0.99	2. NCP	1489	-0.018361273097856998	0.7355057938123793
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1489	-0.018361273097856998	0.7222139920193106
1: region 6 intercept, rho=0.99	1. CP	1490	-0.5636350162183287	0.7709689970403009
1: region 6 intercept, rho=0.99	2. NCP	1490	-0.5636350162183287	1.3546293827181752
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1490	-0.5636350162183287	0.7749180029439318
1: region 6 intercept, rho=0.99	1. CP	1491	0.12156261688053792	0.6739020341988663
1: region 6 intercept, rho=0.99	2. NCP	1491	0.12156261688053792	0.5967642436348224
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1491	0.12156261688053792	0.6733858767980012
1: region 6 intercept, rho=0.99	1. CP	1492	-0.670227975947517	0.7023411813535845
1: region 6 intercept, rho=0.99	2. NCP	1492	-0.670227975947517	1.3728542905054006
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1492	-0.670227975947517	0.7067158956174733
1: region 6 intercept, rho=0.99	1. CP	1493	-0.6384290598918795	0.7413374866921162
1: region 6 intercept, rho=0.99	2. NCP	1493	-0.6384290598918795	1.4037254669854196
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1493	-0.6384290598918795	0.7458275898838639
1: region 6 intercept, rho=0.99	1. CP	1494	-0.6690326396806601	0.495416413171694
1: region 6 intercept, rho=0.99	2. NCP	1494	-0.6690326396806601	0.9672251359554986
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1494	-0.6690326396806601	0.4982748388540848
1: region 6 intercept, rho=0.99	1. CP	1495	-0.5239523489129746	0.5039454030346346
1: region 6 intercept, rho=0.99	2. NCP	1495	-0.5239523489129746	0.8510069401298028
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1495	-0.5239523489129746	0.5061561287727354
1: region 6 intercept, rho=0.99	1. CP	1496	-0.13882131391214786	0.6405526195283409
1: region 6 intercept, rho=0.99	2. NCP	1496	-0.13882131391214786	0.7359429379064424
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1496	-0.13882131391214786	0.641175790090219
1: region 6 intercept, rho=0.99	1. CP	1497	-0.6618195320458018	0.5962885733532752
1: region 6 intercept, rho=0.99	2. NCP	1497	-0.6618195320458018	1.1557956559652154
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1497	-0.6618195320458018	0.5998894214788688
1: region 6 intercept, rho=0.99	1. CP	1498	-0.41890821777607656	0.602315520417616
1: region 6 intercept, rho=0.99	2. NCP	1498	-0.41890821777607656	0.9157007746488172
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1498	-0.41890821777607656	0.6044167298719989
1: region 6 intercept, rho=0.99	1. CP	1499	-0.892257897048335	0.5133743483211641
1: region 6 intercept, rho=0.99	2. NCP	1499	-0.892257897048335	1.2529589586909804
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1499	-0.892257897048335	0.5177916325877981
1: region 6 intercept, rho=0.99	1. CP	1500	-0.20088562940119403	0.7988382495277191
1: region 6 intercept, rho=0.99	2. NCP	1500	-0.20088562940119403	0.9765677355285806
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1500	-0.20088562940119403	0.8000688323801509
1: region 6 intercept, rho=0.99	1. CP	1501	-0.7700287975227438	0.7156624843298712
1: region 6 intercept, rho=0.99	2. NCP	1501	-0.7700287975227438	1.5457081946815034
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1501	-0.7700287975227438	0.7212256954778069
1: region 6 intercept, rho=0.99	1. CP	1502	-0.09978366019638951	0.6446041465504051
1: region 6 intercept, rho=0.99	2. NCP	1502	-0.09978366019638951	0.7122436531177022
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1502	-0.09978366019638951	0.6450509731188842
1: region 6 intercept, rho=0.99	1. CP	1503	-0.1556848585795904	0.6727933279221864
1: region 6 intercept, rho=0.99	2. NCP	1503	-0.1556848585795904	0.7861306895563142
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1503	-0.1556848585795904	0.6735585915808078
1: region 6 intercept, rho=0.99	1. CP	1504	-0.5470790286563135	0.5137239790228001
1: region 6 intercept, rho=0.99	2. NCP	1504	-0.5470790286563135	0.8878165591159979
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1504	-0.5470790286563135	0.5160263797528383
1: region 6 intercept, rho=0.99	1. CP	1505	-0.3940839603041785	0.7788623798586775
1: region 6 intercept, rho=0.99	2. NCP	1505	-0.3940839603041785	1.155072426595711
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1505	-0.3940839603041785	0.7814517798014537
1: region 6 intercept, rho=0.99	1. CP	1506	-0.4958601095119733	0.6317525418390172
1: region 6 intercept, rho=0.99	2. NCP	1506	-0.4958601095119733	1.0372807238497594
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1506	-0.4958601095119733	0.634391057523367
1: region 6 intercept, rho=0.99	1. CP	1507	-0.8477184058984696	0.767894224139152
1: region 6 intercept, rho=0.99	2. NCP	1507	-0.8477184058984696	1.7925068618848565
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1507	-0.8477184058984696	0.7749095127799797
1: region 6 intercept, rho=0.99	1. CP	1508	-0.17062553149166912	0.5595065613511302
1: region 6 intercept, rho=0.99	2. NCP	1508	-0.17062553149166912	0.6636008149197022
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1508	-0.17062553149166912	0.5601727712251096
1: region 6 intercept, rho=0.99	1. CP	1509	-0.24951123378443033	0.5036724253594032
1: region 6 intercept, rho=0.99	2. NCP	1509	-0.24951123378443033	0.6464121741900928
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1509	-0.24951123378443033	0.5045571523661823
1: region 6 intercept, rho=0.99	1. CP	1510	-0.8268423523719861	0.8006460536553761
1: region 6 intercept, rho=0.99	2. NCP	1510	-0.8268423523719861	1.8303478709811047
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1510	-0.8268423523719861	0.807700712466688
1: region 6 intercept, rho=0.99	1. CP	1511	-0.15478969559051314	0.4775619255769858
1: region 6 intercept, rho=0.99	2. NCP	1511	-0.15478969559051314	0.5575117248169279
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1511	-0.15478969559051314	0.4780716153116418
1: region 6 intercept, rho=0.99	1. CP	1512	-0.4737669854783757	0.8383754334319762
1: region 6 intercept, rho=0.99	2. NCP	1512	-0.4737669854783757	1.3464583731072708
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1512	-0.4737669854783757	0.8417847309601343
1: region 6 intercept, rho=0.99	1. CP	1513	-0.536536157549723	0.7750500501415087
1: region 6 intercept, rho=0.99	2. NCP	1513	-0.536536157549723	1.325392294135462
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1513	-0.536536157549723	0.7787051980774093
1: region 6 intercept, rho=0.99	1. CP	1514	-0.41899287014745573	0.7017606684751521
1: region 6 intercept, rho=0.99	2. NCP	1514	-0.41899287014745573	1.066977632333859
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1514	-0.41899287014745573	0.7042113467667407
1: region 6 intercept, rho=0.99	1. CP	1515	-0.5162004514922917	0.5687481478464602
1: region 6 intercept, rho=0.99	2. NCP	1515	-0.5162004514922917	0.9530221685285675
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1515	-0.5162004514922917	0.5711055550476721
1: region 6 intercept, rho=0.99	1. CP	1516	-0.5357476488983587	0.5919787085995001
1: region 6 intercept, rho=0.99	2. NCP	1516	-0.5357476488983587	1.0115289913449457
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1516	-0.5357476488983587	0.5947346950501916
1: region 6 intercept, rho=0.99	1. CP	1517	-0.7806121061222474	0.6443770051579857
1: region 6 intercept, rho=0.99	2. NCP	1517	-0.7806121061222474	1.4065512604694534
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1517	-0.7806121061222474	0.6492283595046777
1: region 6 intercept, rho=0.99	1. CP	1518	-0.6151442022824526	0.7256850507256448
1: region 6 intercept, rho=0.99	2. NCP	1518	-0.6151442022824526	1.342461715361865
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1518	-0.6151442022824526	0.7298302886043119
1: region 6 intercept, rho=0.99	1. CP	1519	-0.7387280538731013	0.7929060310477332
1: region 6 intercept, rho=0.99	2. NCP	1519	-0.7387280538731013	1.6597674321785345
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1519	-0.7387280538731013	0.7988673812975677
1: region 6 intercept, rho=0.99	1. CP	1520	-0.011116928604716332	0.6983853658550911
1: region 6 intercept, rho=0.99	2. NCP	1520	-0.011116928604716332	0.7061925818320731
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1520	-0.011116928604716332	0.6984364000448948
1: region 6 intercept, rho=0.99	1. CP	1521	-0.10556692673912234	0.7989045542728045
1: region 6 intercept, rho=0.99	2. NCP	1521	-0.10556692673912234	0.8878549711619479
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1521	-0.10556692673912234	0.7994954241661424
1: region 6 intercept, rho=0.99	1. CP	1522	-0.21300354921830936	0.7273797082464564
1: region 6 intercept, rho=0.99	2. NCP	1522	-0.21300354921830936	0.9000516810844503
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1522	-0.21300354921830936	0.7285210374653887
1: region 6 intercept, rho=0.99	1. CP	1523	-0.4556906476783736	0.7470592508396864
1: region 6 intercept, rho=0.99	2. NCP	1523	-0.4556906476783736	1.1783084217402446
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1523	-0.4556906476783736	0.7499473333394568
1: region 6 intercept, rho=0.99	1. CP	1524	-0.5443914575287296	0.6821041212012362
1: region 6 intercept, rho=0.99	2. NCP	1524	-0.5443914575287296	1.1756468363168031
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1524	-0.5443914575287296	0.6853273737303766
1: region 6 intercept, rho=0.99	1. CP	1525	-0.461252760290631	0.6850751664132265
1: region 6 intercept, rho=0.99	2. NCP	1525	-0.461252760290631	1.0865701084856947
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1525	-0.461252760290631	0.6877406658481015
1: region 6 intercept, rho=0.99	1. CP	1526	-0.4218908764621749	0.7241514354078175
1: region 6 intercept, rho=0.99	2. NCP	1526	-0.4218908764621749	1.104216609560879
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1526	-0.4218908764621749	0.7266803145941332
1: region 6 intercept, rho=0.99	1. CP	1527	-0.33417355389077275	0.5232442232531548
1: region 6 intercept, rho=0.99	2. NCP	1527	-0.33417355389077275	0.7308599649832314
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1527	-0.33417355389077275	0.5245029336029464
1: region 6 intercept, rho=0.99	1. CP	1528	-0.9434560351868871	0.7056330061466184
1: region 6 intercept, rho=0.99	2. NCP	1528	-0.9434560351868871	1.8126611918412032
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1528	-0.9434560351868871	0.7129496323847723
1: region 6 intercept, rho=0.99	1. CP	1529	-0.17686210752506332	0.6781550610458862
1: region 6 intercept, rho=0.99	2. NCP	1529	-0.17686210752506332	0.8093553551178517
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1529	-0.17686210752506332	0.6790219634551161
1: region 6 intercept, rho=0.99	1. CP	1530	-0.7083165620988707	0.5638186678096926
1: region 6 intercept, rho=0.99	2. NCP	1530	-0.7083165620988707	1.1448732955140262
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1530	-0.7083165620988707	0.5676501461356546
1: region 6 intercept, rho=0.99	1. CP	1531	-0.7334788998325164	0.6913252587574377
1: region 6 intercept, rho=0.99	2. NCP	1531	-0.7334788998325164	1.4395550045172016
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1531	-0.7334788998325164	0.69629135604077
1: region 6 intercept, rho=0.99	1. CP	1532	-0.6902206814549986	0.6770961285052418
1: region 6 intercept, rho=0.99	2. NCP	1532	-0.6902206814549986	1.3502350078497676
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1532	-0.6902206814549986	0.6816440161694238
1: region 6 intercept, rho=0.99	1. CP	1533	-0.6477954138090067	0.7027331727768475
1: region 6 intercept, rho=0.99	2. NCP	1533	-0.6477954138090067	1.3431497286241239
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1533	-0.6477954138090067	0.7070509426235486
1: region 6 intercept, rho=0.99	1. CP	1534	-0.9177137334326418	0.6734270527582118
1: region 6 intercept, rho=0.99	2. NCP	1534	-0.9177137334326418	1.6859650566245454
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1534	-0.9177137334326418	0.6800624004777609
1: region 6 intercept, rho=0.99	1. CP	1535	-0.6376173656726877	0.8164580105113697
1: region 6 intercept, rho=0.99	2. NCP	1535	-0.6376173656726877	1.5447121334269167
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1535	-0.6376173656726877	0.8216110209379449
1: region 6 intercept, rho=0.99	1. CP	1536	-0.6448838299056274	0.7687619983176789
1: region 6 intercept, rho=0.99	2. NCP	1536	-0.6448838299056274	1.465080189000469
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1536	-0.6448838299056274	0.7735449934415565
1: region 6 intercept, rho=0.99	1. CP	1537	-0.49397816457575017	0.7071702762657244
1: region 6 intercept, rho=0.99	2. NCP	1537	-0.49397816457575017	1.158926755263312
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1537	-0.49397816457575017	0.710257234165197
1: region 6 intercept, rho=0.99	1. CP	1538	-0.21407913557696637	0.7048301971341508
1: region 6 intercept, rho=0.99	2. NCP	1538	-0.21407913557696637	0.873087739521146
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1538	-0.21407913557696637	0.7059383010975763
1: region 6 intercept, rho=0.99	1. CP	1539	-0.3685906514545637	0.6182339233790168
1: region 6 intercept, rho=0.99	2. NCP	1539	-0.3685906514545637	0.8937781178880362
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1539	-0.3685906514545637	0.6199939049030967
1: region 6 intercept, rho=0.99	1. CP	1540	-0.8518370608552187	0.6010888444023321
1: region 6 intercept, rho=0.99	2. NCP	1540	-0.8518370608552187	1.4089215211545312
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1540	-0.8518370608552187	0.6062699019929927
1: region 6 intercept, rho=0.99	1. CP	1541	-1.0780303607101358	0.6568811826585954
1: region 6 intercept, rho=0.99	2. NCP	1541	-1.0780303607101358	1.93049845332801
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1541	-1.0780303607101358	0.6652134768332849
1: region 6 intercept, rho=0.99	1. CP	1542	-0.7670550853762098	0.6363860974549196
1: region 6 intercept, rho=0.99	2. NCP	1542	-0.7670550853762098	1.3704035479470031
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1542	-0.7670550853762098	0.6412057831489077
1: region 6 intercept, rho=0.99	1. CP	1543	-0.816247490102045	0.8590074273206743
1: region 6 intercept, rho=0.99	2. NCP	1543	-0.816247490102045	1.9430711328706038
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1543	-0.816247490102045	0.8663571025956242
1: region 6 intercept, rho=0.99	1. CP	1544	-0.6695840946557591	0.5510245346957082
1: region 6 intercept, rho=0.99	2. NCP	1544	-0.6695840946557591	1.0763849429302168
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1544	-0.6695840946557591	0.5545046648968507
1: region 6 intercept, rho=0.99	1. CP	1545	-0.8303214455330956	0.7222306482842057
1: region 6 intercept, rho=0.99	2. NCP	1545	-0.8303214455330956	1.6568375779527682
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1545	-0.8303214455330956	0.7283606410280082
1: region 6 intercept, rho=0.99	1. CP	1546	-0.6483128374836804	0.7173229061094941
1: region 6 intercept, rho=0.99	2. NCP	1546	-0.6483128374836804	1.371745004040451
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1546	-0.6483128374836804	0.721633294773234
1: region 6 intercept, rho=0.99	1. CP	1547	-0.33346866630019467	0.6148113163200807
1: region 6 intercept, rho=0.99	2. NCP	1547	-0.33346866630019467	0.8581544408681467
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1547	-0.33346866630019467	0.6163801842250503
1: region 6 intercept, rho=0.99	1. CP	1548	-0.49929831980927253	0.7227547029768503
1: region 6 intercept, rho=0.99	2. NCP	1548	-0.49929831980927253	1.1907852086909807
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1548	-0.49929831980927253	0.7259002743679855
1: region 6 intercept, rho=0.99	1. CP	1549	-0.2750944424197651	0.6901430844248669
1: region 6 intercept, rho=0.99	2. NCP	1549	-0.2750944424197651	0.9086803546122737
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1549	-0.2750944424197651	0.6915934863540105
1: region 6 intercept, rho=0.99	1. CP	1550	-0.39142011097595325	0.6635602486071824
1: region 6 intercept, rho=0.99	2. NCP	1550	-0.39142011097595325	0.981458533619983
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1550	-0.39142011097595325	0.6656550911924808
1: region 6 intercept, rho=0.99	1. CP	1551	-0.1558427442539587	0.640928985997016
1: region 6 intercept, rho=0.99	2. NCP	1551	-0.1558427442539587	0.749016796696128
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1551	-0.1558427442539587	0.6416307171482769
1: region 6 intercept, rho=0.99	1. CP	1552	0.24938759658793805	0.6842114855457132
1: region 6 intercept, rho=0.99	2. NCP	1552	0.24938759658793805	0.5331908686737113
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1552	0.24938759658793805	0.6832342373585859
1: region 6 intercept, rho=0.99	1. CP	1553	-0.6695493186762533	0.8294873957990742
1: region 6 intercept, rho=0.99	2. NCP	1553	-0.6695493186762533	1.620284829180294
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1553	-0.6695493186762533	0.8349955124661924
1: region 6 intercept, rho=0.99	1. CP	1554	-0.3228769600392742	0.5456768597055257
1: region 6 intercept, rho=0.99	2. NCP	1554	-0.3228769600392742	0.7536318065695665
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1554	-0.3228769600392742	0.5469564702593961
1: region 6 intercept, rho=0.99	1. CP	1555	-0.7457816081718719	0.7361636994103393
1: region 6 intercept, rho=0.99	2. NCP	1555	-0.7457816081718719	1.5518982217860697
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1555	-0.7457816081718719	0.7415949561807281
1: region 6 intercept, rho=0.99	1. CP	1556	-0.31286457617303354	0.570479970591766
1: region 6 intercept, rho=0.99	2. NCP	1556	-0.31286457617303354	0.7800379999199862
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1556	-0.31286457617303354	0.5718140471496821
1: region 6 intercept, rho=0.99	1. CP	1557	-0.5603410974253528	0.6443748893803276
1: region 6 intercept, rho=0.99	2. NCP	1557	-0.5603410974253528	1.1284742527415792
1: region 6 intercept, rho=0.99	3. ACP (brms auto)	1557	-0.5603410974253528	0.6475947210043476
