arm	parameter	mean	mcse	bulk_ess	mean_difference_mcse
s2z_auto_whmc	residual_sd	0.3766245971301289	5.4814549945235104e-5	3913.270355934456	0.43198082396473064
s2z_auto_whmc	region_1_total_intercept	2.665753530731273	0.0017052115774528693	2217.8330404351036	0.27061125037036954
s2z_auto_whmc	region_2_total_intercept	1.4496431824832117	0.00036678877976715633	3001.667612434053	0.7926215243234984
s2z_auto_whmc	region_3_total_intercept	2.253612786465669	0.0006031688641068383	2987.6858339346127	0.9697325278473103
s2z_auto_whmc	region_4_total_intercept	1.9192176023969765	0.0006473290566702791	2290.72810805444	0.7180692333408446
s2z_auto_whmc	region_5_total_intercept	2.2829970440410836	0.000622943126745493	2582.6855768638734	1.0268101813469874
s2z_auto_whmc	region_6_total_intercept	2.9256700163435716	0.002907549877439234	1326.9608632682148	1.4189453142598671
s2z_cp_native	population_intercept_at_mean_log_sat	3.4576336062952895	0.007124604782870956	1778.953884929245	0.24872128236244334
s2z_cp_native	population_log_sat_slope	0.4278616469196412	0.00015782453537543567	2541.0378320283426	0.5123772671451529
s2z_cp_native	group_sd_1	0.6942606642936048	0.008168060066483783	1749.2764087758858	0.3622097748853808
s2z_cp_native	residual_sd	0.3766901284092447	6.688855665736559e-5	2682.061263386032	0.3658756149262247
s2z_cp_native	region_1_total_intercept	2.667955840316694	0.0027450583726751	816.465449223882	0.5125547266865397
s2z_cp_native	region_2_total_intercept	1.4490086240226079	0.00039075280741738454	2509.574968800669	0.20205808687117247
s2z_cp_native	region_3_total_intercept	2.252199279481027	0.0006618363724077099	2341.0478342360507	0.2271544591338305
s2z_cp_native	region_4_total_intercept	1.9178558383150788	0.0005538789588182122	2948.835586415403	0.7160778448075485
s2z_cp_native	region_5_total_intercept	2.2805107312248665	0.0005834304538596257	3029.756561867123	1.5190362132876785
s2z_cp_native	region_6_total_intercept	2.920919361477029	0.0031031479886513727	1238.4691668698638	0.07916515974590295
s2z_cp_whmc	population_intercept_at_mean_log_sat	3.4527436066057153	0.007135078737146893	1783.4029847090476	0.22820150455153132
s2z_cp_whmc	population_log_sat_slope	0.42793335868739196	0.00016239842233997035	2423.7682715583205	0.7538941053052414
s2z_cp_whmc	group_sd_1	0.7056298330866373	0.007774771484953987	2985.7382742773766	0.6910548263687638
s2z_cp_whmc	residual_sd	0.37656706628044345	6.45461581326769e-5	2723.8172372536665	1.071389244158376
s2z_cp_whmc	region_1_total_intercept	2.6647001657978007	0.001529911112517802	2512.04242773381	0.7848562700855529
s2z_cp_whmc	region_2_total_intercept	1.4484440786560244	0.0003990320492587567	2442.115373678229	1.0634206243277884
s2z_cp_whmc	region_3_total_intercept	2.2518077060974884	0.0006324537214693766	2627.3306661571255	0.559133866593875
s2z_cp_whmc	region_4_total_intercept	1.9179089054619347	0.0005817330496714591	2521.369734815114	0.6464219512600646
s2z_cp_whmc	region_5_total_intercept	2.280209629631167	0.0005649589286794344	3054.402775511872	1.8516102273041424
s2z_cp_whmc	region_6_total_intercept	2.919151916863196	0.0018396888915242038	3534.6569416134075	0.5353854408533508
s2z_ncp_native	population_intercept_at_mean_log_sat	3.454023552636807	0.00696856376794223	1918.3193662288581	0.10458822235447962
s2z_ncp_native	population_log_sat_slope	0.42752142786500213	0.00031979353610967165	734.4018564871473	0.4789360350652109
s2z_ncp_native	group_sd_1	0.703420273662658	0.021038625012975223	244.5936874341249	0.23250846045089157
s2z_ncp_native	residual_sd	0.37665369474684723	8.404174381665703e-5	1623.6895583155729	0.04584349371669833
s2z_ncp_native	region_1_total_intercept	2.6668566340015625	0.002015074225371898	1423.1907672625127	0.19883220972654014
s2z_ncp_native	region_2_total_intercept	1.4495811917751131	0.0007429365257519402	827.7614398110376	0.48720946408231003
