arm	retained_draws	min_bulk_ess	limiting_parameter	min_tail_ess	max_split_rhat	divergences	divergence_percent	sampling_gradients	transition_gradients	all_gradient_calls	min_bulk_ess_per_1000_sampling_gradients	min_bulk_ess_per_1000_all_gradients	min_total_coefficient_ess_per_1000_gradients	min_common_bulk_ess_per_1000_gradients	fit_seconds	compile_seconds
partial_gradient	2000	1424.4542704601686	total_intercept[703]	1241.6929857039822	1.0028552323137208	0	0.0	34712	38905	39047	41.03636409484238	36.480504788080225	41.03636409484238	41.03636409484238	26.986892956	26.682069902
