coordinate	candidate	loss
8	0.69	-0.5287831402351714
8	0.7	-0.5320028239997008
8	0.71	-0.5351700505762319
8	0.72	-0.5382796550383692
8	0.73	-0.5413263261622325
8	0.74	-0.5443046179618508
8	0.75	-0.5472089630334216
8	0.76	-0.5500336877587791
8	0.77	-0.5527730294000907
8	0.78	-0.5554211550966898
8	0.79	-0.557972182751087
8	0.8	-0.5604202037646363
8	0.81	-0.5627593075545836
8	0.82	-0.5649836077532647
8	0.83	-0.5670872699578694
8	0.84	-0.5690645408657181
8	0.85	-0.5709097785963
8	0.86	-0.5726174839679159
8	0.87	-0.5741823324647354
8	0.88	-0.5755992066000839
8	0.89	-0.5768632283549031
8	0.9	-0.5779697913474079
8	0.91	-0.5789145923719728
8	0.92	-0.579693661932989
8	0.93	-0.5803033933936295
8	0.94	-0.5807405703607117
8	0.95	-0.5810023919356117
8	0.96	-0.5810864954776317
8	0.97	-0.5809909765504471
8	0.98	-0.5807144057539231
8	0.99	-0.580255842182286
8	1.0	-0.5796148432946415
9	0.0	-0.1596534270602292
9	0.01	-0.1611515204277212
9	0.02	-0.16267576520483615
9	0.03	-0.16422682861578755
9	0.04	-0.16580539931909763
9	0.05	-0.16741218819125048
9	0.06	-0.1690479291391937
9	0.07	-0.17071337994228025
9	0.08	-0.17240932312451102
9	0.09	-0.1741365668575798
9	0.1	-0.17589594589528715
9	0.11	-0.17768832253978126
9	0.12	-0.17951458764010556
9	0.13	-0.18137566162312116
9	0.14	-0.18327249555691613
9	0.15	-0.1852060722467955
9	0.16	-0.18717740736320593
9	0.17	-0.1891875506013386
9	0.18	-0.19123758687129744
9	0.19	-0.19332863751778231
9	0.2	-0.19546186156754558
9	0.21	-0.19763845700261
9	0.22	-0.19985966205655495
9	0.23	-0.20212675653044507
9	0.24	-0.20444106312475732
9	0.25	-0.2068039487820397
9	0.26	-0.20921682603456926
9	0.27	-0.2116811543502406
9	0.28	-0.21419844146813194
9	0.29	-0.2167702447142601
9	0.3	-0.21939817228587521
9	0.31	-0.22208388449115912
9	0.32	-0.2248290949285862
9	0.33	-0.2276355715878473
9	0.34	-0.23050513785142046
9	0.35	-0.23343967337241062
9	0.36	-0.23644111480070168
9	0.37	-0.2395114563250819
9	0.38	-0.24265274999413627
9	0.39	-0.24586710577349427
9	0.4	-0.24915669129027204
9	0.41	-0.2525237312090554
9	0.42	-0.2559705061754084
9	0.43	-0.2594993512540462
9	0.44	-0.26311265377872395
9	0.45	-0.2668128505193747
9	0.46	-0.2706024240592928
9	0.47	-0.2744838982609076
9	0.48	-0.27845983268264013
9	0.49	-0.28253281579152895
9	0.5	-0.2867054567966981
9	0.51	-0.2909803759069047
9	0.52	-0.2953601927915086
9	0.53	-0.2998475129980683
9	0.54	-0.3044449120515143
9	0.55	-0.3091549169292184
9	0.56	-0.313979984573944
9	0.57	-0.31892247707236804
9	0.58	-0.3239846330915244
9	0.59	-0.32916853512948396
9	0.6	-0.33447607210121444
9	0.61	-0.3399088967467081
9	0.62	-0.3454683773184548
9	0.63	-0.35115554298108176
9	0.64	-0.3569710223408167
9	0.65	-0.3629149745198797
